cord_uid_a,cord_uid_b,similarity,title_a,title_b
i6vetquk,ioveubcb,-0.11698928,The pathogens,Darmkrebsvorsorge zu COVID‑19‑Zeiten
i6vetquk,9sk9n0f9,-0.11698928,The pathogens,"Anmerkung zu BVerfG, Beschl. v. 16.12.2021 – 1 BvR 1541/20"
win41lil,3d56os6r,-0.11692121,Honouring the lessons of history,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.
mxpdmrfu,aoi4iqkf,-0.11631178,Digitalisierung - jetzt,Clinical characteristics of 50466 patients with 2019-nCoV infection
ttlu2j62,gsonpunw,-0.11610865,Covid-19 vaccines for kids,Campylobacteriose — eine zoonotische Infektionskrankheit
mxpdmrfu,87me64wa,-0.11586655,Digitalisierung - jetzt,Epidemiological and Clinical Predictors of COVID-19
mxpdmrfu,yxqva9xi,-0.11561777,Digitalisierung - jetzt,Predictors of contracting COVID-19 in nursing homes: Implications for clinical practice.
j9h6n0bm,3d56os6r,-0.11529642,Lessons from a bluering.,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.
3d56os6r,a751g2y2,-0.11529642,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.,Lessons from COVID.
0xcxvdf3,n5r2riut,-0.115005225,An EUA for Casirivimab and Imdevimab for COVID-19,Leading in challenging times.
8cyr7wkn,3d56os6r,-0.11434847,Lessons from the past.,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.
qvay40pd,nno1jdc4,-0.11371739,All People.,Multiorganinfektionen — komplexe klinisch-infektiologische Krankheiten
k61l8xnh,mxpdmrfu,-0.11360703,Gastrointestinal Findings in a Patient With COVID-19,Digitalisierung - jetzt
v7jbl6s5,gsonpunw,-0.11308698,FROM THE EDITORS.,Campylobacteriose — eine zoonotische Infektionskrankheit
gsonpunw,yr47dy3j,-0.11308698,Campylobacteriose — eine zoonotische Infektionskrankheit,From the Editors.
mxpdmrfu,5h5vvxmt,-0.11293382,Digitalisierung - jetzt,WILDLIFE
4q5916v2,0xcxvdf3,-0.11292213,It is important to consider research that is challenging and controversial,An EUA for Casirivimab and Imdevimab for COVID-19
gsonpunw,i6vetquk,-0.110273495,Campylobacteriose — eine zoonotische Infektionskrankheit,The pathogens
gsonpunw,0roxc0k4,-0.1100817,Campylobacteriose — eine zoonotische Infektionskrankheit,Posters
gsonpunw,29w3tiwv,-0.1100817,Campylobacteriose — eine zoonotische Infektionskrankheit,Posters
mxpdmrfu,dpukv1bf,-0.109983675,Digitalisierung - jetzt,Recommendations on the In-Hospital Treatment of Patients With COVID-19
mxpdmrfu,yvu5jor2,-0.109328434,Digitalisierung - jetzt,Editorial: Reflections on rheumatological aspects of COVID-19
dhsniglo,zu4tikpu,-0.10929209,People + Companies,Exkursion in eine postagile Zukunft
9bdiz5pz,zu4tikpu,-0.10929209,People + Companies,Exkursion in eine postagile Zukunft
zu4tikpu,wm7yrtrw,-0.10929209,Exkursion in eine postagile Zukunft,People + Companies
zu4tikpu,6uvm25og,-0.10929209,Exkursion in eine postagile Zukunft,People + Companies
mxpdmrfu,cnkvbn1j,-0.109136514,Digitalisierung - jetzt,"Clinical determinants for fatality of 44,672 patients with COVID-19"
mxpdmrfu,uyi7st8q,-0.1089602,Digitalisierung - jetzt,Clinical characteristics of COVID-19 patients and the main nursing diagnoses
mdd60ic7,zu4tikpu,-0.10868934,Acknowledgement to Referees,Exkursion in eine postagile Zukunft
nfzoanb9,zu4tikpu,-0.10868934,Acknowledgement to Referees,Exkursion in eine postagile Zukunft
qgrecd29,zu4tikpu,-0.10868934,Acknowledgement to Referees,Exkursion in eine postagile Zukunft
mxpdmrfu,211g3qk3,-0.10868528,Digitalisierung - jetzt,Conflicts of Interest
jx3alip6,mxpdmrfu,-0.108276874,Clinical observation and management of COVID-19 patients,Digitalisierung - jetzt
mxpdmrfu,h4vwb5d9,-0.10797519,Digitalisierung - jetzt,Characteristics and outcomes of hospitalized patients with cardiovascular complications of covid-19
cy6fs9oc,3d56os6r,-0.10781909,[Glottiscopes and videolaryngoscopes: a rational choice?].,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.
mxpdmrfu,u98619z6,-0.106829196,Digitalisierung - jetzt,Echocardiographic findings in critical patients with COVID-19
73x5asz6,gsonpunw,-0.10654218,Announcements,Campylobacteriose — eine zoonotische Infektionskrankheit
nazm265s,gsonpunw,-0.10654218,Announcements,Campylobacteriose — eine zoonotische Infektionskrankheit
mdd60ic7,mxpdmrfu,-0.1060463,Acknowledgement to Referees,Digitalisierung - jetzt
nfzoanb9,mxpdmrfu,-0.1060463,Acknowledgement to Referees,Digitalisierung - jetzt
mxpdmrfu,qgrecd29,-0.1060463,Digitalisierung - jetzt,Acknowledgement to Referees
mxpdmrfu,44emw2do,-0.105389446,Digitalisierung - jetzt,Thoughts about COVID-19
gsonpunw,y3hpzj0u,-0.10512886,Campylobacteriose — eine zoonotische Infektionskrankheit,"Acknowledgment of Referees, 2020"
mxpdmrfu,yj0to68r,-0.10498033,Digitalisierung - jetzt,Outcomes for Patients Following Hospitalization for COVID-19
gsonpunw,c2io6utd,-0.10421967,Campylobacteriose — eine zoonotische Infektionskrankheit,Employment Consequences of COVID-19 for People with Disabilities and Employers
mxpdmrfu,y9qihjl9,-0.10408447,Digitalisierung - jetzt,"Arrhythmic Complications of Patients Hospitalized With COVID-19: Incidence, Risk Factors, and Outcomes"
0xcxvdf3,nu6q6vdi,-0.104033574,An EUA for Casirivimab and Imdevimab for COVID-19,"Consolidating the Past, Moving Towards the Future"
3d56os6r,0yeo5rse,-0.10395649,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.,"62,406 and Counting"
w3bomlyn,mxpdmrfu,-0.103893764,Key Aspects in Nutritional Management of COVID-19 Patients,Digitalisierung - jetzt
mxpdmrfu,r493xr7j,-0.103893764,Digitalisierung - jetzt,Key Aspects in Nutritional Management of COVID-19 Patients
i85528l3,mxpdmrfu,-0.1037928,Clinical course and risk factors for mortality from COVID-19 in patients with haematological malignancies.,Digitalisierung - jetzt
h68glk21,mxpdmrfu,-0.10373836,Neurological aspects of COVID-19,Digitalisierung - jetzt
mxpdmrfu,wp5pt9uw,-0.10361232,Digitalisierung - jetzt,Risk Factors Associated With In-Hospital Mortality in a US National Sample of Patients With COVID-19
mxpdmrfu,jctoh9e5,-0.10359328,Digitalisierung - jetzt,Regulatory T Cells as Predictors of Clinical Course in Hospitalised COVID-19 Patients
dhsniglo,mxpdmrfu,-0.10346277,People + Companies,Digitalisierung - jetzt
9bdiz5pz,mxpdmrfu,-0.10346277,People + Companies,Digitalisierung - jetzt
mxpdmrfu,wm7yrtrw,-0.10346277,Digitalisierung - jetzt,People + Companies
mxpdmrfu,6uvm25og,-0.10346277,Digitalisierung - jetzt,People + Companies
asqisbn2,3d56os6r,-0.10336762,"Book Review: Judgment, Decision-Making, and Embodied Choices",hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.
mxpdmrfu,l1nvnvkg,-0.103139386,Digitalisierung - jetzt,Transmission and risk factors of OF COVID-19.
mxpdmrfu,y1j6mi60,-0.10308552,Digitalisierung - jetzt,Clinical characteristics and manifestations in older patients with COVID-19
mxpdmrfu,ozo3fgqm,-0.10223737,Digitalisierung - jetzt,Survival Analysis and Risk Factors in COVID-19 Patients
80u6ub4o,mxpdmrfu,-0.10203728,Clinical Suspicion of COVID-19 in Nursing Home residents: symptoms and mortality risk factors,Digitalisierung - jetzt
mxpdmrfu,7ytqy3ia,-0.10203728,Digitalisierung - jetzt,Clinical Suspicion of COVID-19 in Nursing Home Residents: Symptoms and Mortality Risk Factors
fp18kg5f,mxpdmrfu,-0.10171628,"Clinical Characteristics, Risk Factors and Cardiac Manifestations of Cancer Patients with COVID-19",Digitalisierung - jetzt
ejnc8ok3,0xcxvdf3,-0.101482764,Moving Goal Posts,An EUA for Casirivimab and Imdevimab for COVID-19
omr30shm,mxpdmrfu,-0.100500904,Clinical and histopathological findings of cutaneous manifestations of COVID19 patients,Digitalisierung - jetzt
mxpdmrfu,g8faurqc,-0.100500904,Digitalisierung - jetzt,Clinical and histopathological findings of cutaneous manifestations of COVID-19 patients
mxpdmrfu,xs0lhu1f,-0.100493945,Digitalisierung - jetzt,Clinical Characteristics and Predictors of Mortality in Minority Patients Hospitalized with COVID-19 Infection
mrdg743n,zu4tikpu,-0.10012688,Recruiting Residents During COVID-19,Exkursion in eine postagile Zukunft
mrdg743n,gsonpunw,-0.100108735,Recruiting Residents During COVID-19,Campylobacteriose — eine zoonotische Infektionskrankheit
gsonpunw,taylx8ax,-0.099942215,Campylobacteriose — eine zoonotische Infektionskrankheit,ESICM LIVES 2020
0xcxvdf3,0zizx3e4,-0.09991415,An EUA for Casirivimab and Imdevimab for COVID-19,A problem shared
mxpdmrfu,tbh2fwk5,-0.099903315,Digitalisierung - jetzt,Secondary Transmission of COVID-19 in K-12 Schools: Findings From Two States
dobsisj8,0xcxvdf3,-0.09970182,[COVID-19 in older adults - a complex challenge],An EUA for Casirivimab and Imdevimab for COVID-19
v74hxqfg,0xcxvdf3,-0.099695325,On Planning for an Unimaginable Future.,An EUA for Casirivimab and Imdevimab for COVID-19
ft15w83r,tnmk3zpf,-0.099661574,"COVID-19: Knowns, Unknowns, and Questions",CAPNETZ fokussiert auf COVID-19
mxpdmrfu,546e8gnj,-0.09940257,Digitalisierung - jetzt,Medicolegal aspects of teledermatology()
mxpdmrfu,z6pchusp,-0.09927778,Digitalisierung - jetzt,Clinical features of covid-19 in children
ach5vomq,mxpdmrfu,-0.099051125,323. Distribution of Pathogens in Coinfections of Patients Admitted with COVID-19,Digitalisierung - jetzt
1xjao43w,mxpdmrfu,-0.09902407,Other,Digitalisierung - jetzt
mxpdmrfu,2ootfjhk,-0.098879546,Digitalisierung - jetzt,Risk factors for disease progression in COVID-19 patients
ecmg8kti,mxpdmrfu,-0.09875404,COVID-19: Clinical aspects and therapeutics responses,Digitalisierung - jetzt
ay4eqr27,mxpdmrfu,-0.098747715,Clinical features and potential risk factors for discerning the critical cases and predicting the outcome of patients with COVID‐19,Digitalisierung - jetzt
mxpdmrfu,6klnymd7,-0.09862232,Digitalisierung - jetzt,Analysis of Risk Factors and Clinical Indicators in Bloodstream Infections Among Patients with Hematological Malignancy
3hqfaues,mxpdmrfu,-0.098577,NRITLD Protocol for the Management of Patients with COVID-19 Admitted to Hospitals,Digitalisierung - jetzt
mxpdmrfu,ncm5wf6v,-0.098577,Digitalisierung - jetzt,NRITLD protocol for the management of patients with COVID-19 admitted to hospitals
xu2twrko,mxpdmrfu,-0.09851368,Involving clinicians in management: assessing views of doctors and nurses on hybrid professionalism in clinical directorates,Digitalisierung - jetzt
9n7srcsd,mxpdmrfu,-0.09848879,Societies’ Communications,Digitalisierung - jetzt
zjqruodw,mxpdmrfu,-0.09840927,Clinical and paraclinical predictive factors for in-hospital mortality in adult patients with COVID-19,Digitalisierung - jetzt
7jxbex32,3d56os6r,-0.0984012,Making Interviews Meaningful,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.
mxpdmrfu,hwfh3f9u,-0.09829674,Digitalisierung - jetzt,Abstracts - Scientific Exhibits
0xcxvdf3,xey488es,-0.09773915,An EUA for Casirivimab and Imdevimab for COVID-19,Lessons from being challenged by COVID-19
aorrfl8y,mxpdmrfu,-0.09759438,Nurses' House-for Nurses.,Digitalisierung - jetzt
mxpdmrfu,ilvhycqs,-0.09750447,Digitalisierung - jetzt,The influence of COVID-19 on routine hematological parameters of hospitalized patients
e8txpbmk,3d56os6r,-0.09717334,Books Received,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.
z75w0ug4,mxpdmrfu,-0.096895315,Hematological manifestations and complications of COVID-19,Digitalisierung - jetzt
f5pgl0dq,jjdvtfy1,-0.096763,COVID-19: keep up with latest papers,Wieloukładowy zespół zapalny u dzieci a COVID-19
mxpdmrfu,kltg8nmm,-0.096672595,Digitalisierung - jetzt,A Comparison of Clinical Characteristics and Outcomes in Elderly and Younger Patients with COVID-19
gsonpunw,44emw2do,-0.09663758,Campylobacteriose — eine zoonotische Infektionskrankheit,Thoughts about COVID-19
rkzai22p,mxpdmrfu,-0.09660324,Reflections,Digitalisierung - jetzt
mxpdmrfu,6hujjh05,-0.09660324,Digitalisierung - jetzt,Reflections on 2020
mdd60ic7,95u2vws4,-0.09620089,Acknowledgement to Referees,Wir haben eine Impfung!
nfzoanb9,95u2vws4,-0.09620089,Acknowledgement to Referees,Wir haben eine Impfung!
qgrecd29,95u2vws4,-0.09620089,Acknowledgement to Referees,Wir haben eine Impfung!
0xcxvdf3,leeypm3d,-0.096134305,An EUA for Casirivimab and Imdevimab for COVID-19,Current scenario and future prospect in the management of COVID-19
qvay40pd,zu4tikpu,-0.095966004,All People.,Exkursion in eine postagile Zukunft
mxpdmrfu,eyszs136,-0.09591378,Digitalisierung - jetzt,Human Subjects Research in Bioemergencies
lapwazip,mxpdmrfu,-0.09578949,[COVID-19 and the kidneys-Clinical aspects],Digitalisierung - jetzt
u0ycqelc,0xcxvdf3,-0.0956771,Future prospects,An EUA for Casirivimab and Imdevimab for COVID-19
mxpdmrfu,8bzls8kw,-0.09562118,Digitalisierung - jetzt,Addressing multiple gastroenterological aspects of COVID-19.
mxpdmrfu,qakg0r9d,-0.09557012,Digitalisierung - jetzt,Mental distress and influencing factors in nurses caring for patients with COVID-19.
6z7qj9vo,zu4tikpu,-0.0955573,HEARTS of athletes.,Exkursion in eine postagile Zukunft
agrj7vff,3d56os6r,-0.09539847,Managing patient expectations,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.
ya1nocf1,0xcxvdf3,-0.09516673,Coronapod: kids' role in the future of COVID,An EUA for Casirivimab and Imdevimab for COVID-19
mxpdmrfu,5w7sv737,-0.09492718,Digitalisierung - jetzt,Incidental radiological findings suggestive of COVID-19 in asymptomatic patients
mxpdmrfu,211bcypt,-0.09492718,Digitalisierung - jetzt,Incidental radiological findings suggestive of COVID-19 in asymptomatic patients
mxpdmrfu,g9a0fvgb,-0.094820194,Digitalisierung - jetzt,[Study on issues for stomatological institutions responding to state public health emergencies]
mxpdmrfu,5qbx5p6y,-0.09478333,Digitalisierung - jetzt,Factors influencing nursing students’ participatory behavior during COVID-19
mxpdmrfu,rzx3wt5c,-0.094404325,Digitalisierung - jetzt,Nurses as substitutes for doctors in primary care.
mxpdmrfu,w6vbc2ak,-0.094361655,Digitalisierung - jetzt,"COVID-19 in childhood: Transmission, clinical presentation, complications and risk factors"
3d56os6r,hzqbporv,-0.09435485,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.,Remotely-delivered physiotherapy: can we capture the benefits beyond COVID-19?
mxpdmrfu,yw0gdp78,-0.094301105,Digitalisierung - jetzt,Clinical Characteristics and Prognostic Factors of 148 COVID-19 Cases in a Secondary Epidemic Area
mxpdmrfu,rqa4c9g8,-0.09424429,Digitalisierung - jetzt,Farming human pathogens
mxpdmrfu,ulv8c2pg,-0.09424254,Digitalisierung - jetzt,Management of critical care in covid-19 patients
0xcxvdf3,ont6ro0p,-0.094059445,An EUA for Casirivimab and Imdevimab for COVID-19,Anesthesiologist and COVID-19 - Current perspective
mxpdmrfu,cq4535pa,-0.093894705,Digitalisierung - jetzt,"Incidence, Mortality, and Risk Factors of COVID-19 in Nursing Homes"
70ikknhe,gsonpunw,-0.093702905,Guest Editors,Campylobacteriose — eine zoonotische Infektionskrankheit
mxpdmrfu,c2io6utd,-0.093675785,Digitalisierung - jetzt,Employment Consequences of COVID-19 for People with Disabilities and Employers
mq4ntygs,0xcxvdf3,-0.09334074,Cyberinsights: It's Complicated,An EUA for Casirivimab and Imdevimab for COVID-19
egawqdv3,0xcxvdf3,-0.09334074,Cyberinsights: It's Complicated.,An EUA for Casirivimab and Imdevimab for COVID-19
mxpdmrfu,pu5j9atj,-0.093306206,Digitalisierung - jetzt,Patient Satisfaction Scale for Hospitalized COVID-19 Patients: Development and Psychometric Properties
mxpdmrfu,9blq86zo,-0.09321119,Digitalisierung - jetzt,Am I a “COVID-19 Patient” or “a Patient With COVID-19”?
mxpdmrfu,rfwp7o6h,-0.09298282,Digitalisierung - jetzt,"Observations, Conclusions, Perspective"
mxpdmrfu,ygfxky4u,-0.092837185,Digitalisierung - jetzt,"COVID‐19, children and schools: overlooked and at risk"
1l9dxc16,tnmk3zpf,-0.09272624,Mind over matter,CAPNETZ fokussiert auf COVID-19
mxpdmrfu,qmozy9db,-0.09221654,Digitalisierung - jetzt,Clinical Characteristics and Risk Factors of Cardiac Involvement in COVID-19
uf6tjeh0,mxpdmrfu,-0.09212889,Pathological Findings in the Testes of COVID-19 Patients: Clinical Implications,Digitalisierung - jetzt
mxpdmrfu,6eh2l6ce,-0.092126,Digitalisierung - jetzt,Primary healthcare clinicians
mxpdmrfu,0nq2666d,-0.09210159,Digitalisierung - jetzt,These are the hands that care.
l93lvopy,mxpdmrfu,-0.09197549,Journals as communities of practice.,Digitalisierung - jetzt
mxpdmrfu,3jpnobyj,-0.09193695,Digitalisierung - jetzt,2020 - State of our JCMR
ga8u8b6g,mxpdmrfu,-0.09161286,Clinical Characteristics and Outcomes among Patients with Covid-19 in Different Regions of the World,Digitalisierung - jetzt
mxpdmrfu,y3hpzj0u,-0.091611706,Digitalisierung - jetzt,"Acknowledgment of Referees, 2020"
4xny3bn4,mxpdmrfu,-0.091520935,[COVID-19: care at home or in hospital? Considerations in primary care].,Digitalisierung - jetzt
1u5uhk7l,0xcxvdf3,-0.091465086,Dependent Stopping Times,An EUA for Casirivimab and Imdevimab for COVID-19
cqglo0s7,5h5vvxmt,-0.09138086,Allergologie in Zeiten von Covid-19,WILDLIFE
95595ar7,5h5vvxmt,-0.09138086,Intensivbehandlung von Schwerverletzten,WILDLIFE
3quzlcrp,5h5vvxmt,-0.09138086,DNGK — Forschung in Zeiten von COVID-19,WILDLIFE
mxpdmrfu,x7pym1ow,-0.091305494,Digitalisierung - jetzt,Risk factors for outbreaks of COVID‐19 in care homes following hospital discharge: A national cohort analysis
mxpdmrfu,wif1tbuq,-0.0912781,Digitalisierung - jetzt,Infectious Diseases and Patient Care Practices
mxpdmrfu,bmgfuzfp,-0.09125983,Digitalisierung - jetzt,Highlights From the Circulation Family of Journals.
3d56os6r,3ihbztot,-0.09120196,hpO: Berufsvereinigung für heilkundlich praktizierte Osteopathie e. V.,The Challenge of Coming to Terms With Evolving Priorities
mxpdmrfu,22ftb9w3,-0.091184705,Digitalisierung - jetzt,Features of family clusters of COVID-19 patients: A retrospective study
mxpdmrfu,24j87vjh,-0.091184705,Digitalisierung - jetzt,Features of family clusters of COVID-19 patients: A retrospective study
mxpdmrfu,ybztnfn4,-0.091097355,Digitalisierung - jetzt,Clinical and laboratory characteristics of the COVID-19 disease in adult patients
mxpdmrfu,3a399yf7,-0.0910958,Digitalisierung - jetzt,"Factors Influencing Adolescent Anxiety: The Roles of Mothers, Teachers and Peers"
26wmh5ob,mxpdmrfu,-0.091036715,Laboratory Biomarkers in the Management of Patients With COVID-19,Digitalisierung - jetzt
uw7i3i3x,mxpdmrfu,-0.091019444,"Limitations, Major Findings, and Implications",Digitalisierung - jetzt
ym5z5ob6,mxpdmrfu,-0.0908653,ASTCT Notes,Digitalisierung - jetzt
gsonpunw,5h5vvxmt,-0.090758264,Campylobacteriose — eine zoonotische Infektionskrankheit,WILDLIFE
0xcxvdf3,cj4af2e6,-0.090734534,An EUA for Casirivimab and Imdevimab for COVID-19,Teaming with NAADP.
ohlwmvq1,0xcxvdf3,-0.09072974,Using TAPSE as a predictor of poor prognosis of COVID-19: is it enough?,An EUA for Casirivimab and Imdevimab for COVID-19
mxpdmrfu,5rx0yrx8,-0.09052457,Digitalisierung - jetzt,Echocardiographic Abnormalities as Independent Prognostic Factors of In-Hospital Mortality among COVID-19 Patients
mxpdmrfu,gd37nhjf,-0.09047329,Digitalisierung - jetzt,Contemporary Issues in Women's Health.
mxpdmrfu,x2pml0li,-0.09033774,Digitalisierung - jetzt,Family Physician’s and Primary Care Team’s Perspectives on Supporting Family Caregivers in Primary Care Networks
mxpdmrfu,2whbn7cj,-0.09033351,Digitalisierung - jetzt,The clinical characteristics and course of COVID-19 in hemodialysis patients
v10utdqv,mxpdmrfu,-0.09032202,Optimizing clinical approaches to COVID-19 patients in primary care.,Digitalisierung - jetzt
6hnzbfms,0xcxvdf3,-0.09029213,COVID-19: The Vital Sign,An EUA for Casirivimab and Imdevimab for COVID-19
vzv6qni5,mxpdmrfu,-0.09003638,The Psychological Consequences of the COVID-19 on Residents and Staff in Nursing Homes,Digitalisierung - jetzt
er2qy1dv,jjdvtfy1,-0.08992766,The Way Forward,Wieloukładowy zespół zapalny u dzieci a COVID-19
z34h5tzs,mxpdmrfu,-0.08987788,COVID-19 in children: Clinical and epidemiological data,Digitalisierung - jetzt
mdd60ic7,bl3fcwvx,-0.089853525,Acknowledgement to Referees,Stabilisierende Wirkungen durch Kurzarbeit
nfzoanb9,bl3fcwvx,-0.089853525,Acknowledgement to Referees,Stabilisierende Wirkungen durch Kurzarbeit
bl3fcwvx,qgrecd29,-0.089853525,Stabilisierende Wirkungen durch Kurzarbeit,Acknowledgement to Referees
mxpdmrfu,cbrpdre0,-0.08984583,Digitalisierung - jetzt,Future Perspectives of Nurses With COVID 19
mxpdmrfu,758rzzi5,-0.08984583,Digitalisierung - jetzt,Future Perspectives of Nurses With COVID 19
i6vetquk,tnmk3zpf,-0.089826375,The pathogens,CAPNETZ fokussiert auf COVID-19
gsonpunw,7zy1bvga,-0.08950525,Campylobacteriose — eine zoonotische Infektionskrankheit,Children of Incarcerated Parents and COVID‐19
mxpdmrfu,oe1dsn5f,-0.08946615,Digitalisierung - jetzt,Clinical Course and Outcomes of COVID-19 Patients with Hypertension
mxpdmrfu,jqlrgv47,-0.08934581,Digitalisierung - jetzt,Cardiovascular Risk Factors and Markers
gsonpunw,g9gnlnuq,-0.08931656,Campylobacteriose — eine zoonotische Infektionskrankheit,"COVID‐19 vaccinations: The unknowns, challenges, and hopes"
n54036de,mxpdmrfu,-0.089142285,COVID-19 in children: reasons for uneventful clinical course,Digitalisierung - jetzt
gsonpunw,livtaxla,-0.08904612,Campylobacteriose — eine zoonotische Infektionskrankheit,"Postsecondary education, COVID‐19, and students with disabilities"
mxpdmrfu,be8iim7m,-0.08897201,Digitalisierung - jetzt,Imaging Findings in Four COVID-19 Patients
1xjao43w,nno1jdc4,-0.08894522,Other,Multiorganinfektionen — komplexe klinisch-infektiologische Krankheiten
mxpdmrfu,upiol06s,-0.088873155,Digitalisierung - jetzt,Analysis of laboratory parameters in patients with COVID-19: Experiences from a pandemic hospital Laboratory parameters of COVID-19
o96ermpw,tnmk3zpf,-0.088867635,Understanding COVID-19: are children the key?,CAPNETZ fokussiert auf COVID-19
zen3876u,3cectvkf,-0.088827595,"COVID-19, Naturally.",Beroepsziekten in cijfers 2020
mxpdmrfu,ydmx96a5,-0.08868386,Digitalisierung - jetzt,Hemophagocytic Lymphohistiocytosis for the Internist and Other Primary Care Providers
2lm91mez,hee0ubpw,-0.088451475,Reply.,Parasitoses
2wmuctvt,hee0ubpw,-0.088451475,The Reply.,Parasitoses
vgaahz62,hee0ubpw,-0.088451475,Reply.,Parasitoses
f8vo6gzc,hee0ubpw,-0.088451475,The Reply.,Parasitoses
2p39og9b,hee0ubpw,-0.088451475,In Reply.,Parasitoses
v9mlb3m8,hee0ubpw,-0.088451475,Reply,Parasitoses
hee0ubpw,sc4ifrwz,-0.088451475,Parasitoses,Reply.
hee0ubpw,8dacd0jz,-0.088451475,Parasitoses,In Reply.
hee0ubpw,5dwv9h8c,-0.088451475,Parasitoses,In Reply.
hee0ubpw,v2n3p459,-0.088451475,Parasitoses,Reply
hee0ubpw,55uti99t,-0.088451475,Parasitoses,Reply.
hee0ubpw,pwbppgdv,-0.088451475,Parasitoses,Reply
hee0ubpw,rbbsqpoy,-0.088451475,Parasitoses,Reply.
hee0ubpw,7b6x9t9e,-0.088451475,Parasitoses,IN REPLY.
