cord_uid_a,cord_uid_b,similarity,title_a,title_b
x3jtvpi0,m128nfhn,1.0,Isolation and Identification of Porcine Deltacoronavirus and Alteration of Immunoglobulin Transport Receptors in the Intestinal Mucosa of PDCoV-Infected Piglets,Isolation and Identification of Porcine Deltacoronavirus and Alteration of Immunoglobulin Transport Receptors in the Intestinal Mucosa of PDCoV-Infected Piglets
zmtltqmb,qeyibdp2,1.0,Mitteilungen der DGPPN 9/2020,Verleihung Autorenpreis Der Sacam
f1g9o9iq,n4jmg0ta,1.0,"Erratum: Vol. 70, No. 3","Erratum: Vol. 69, No. 29"
gsjusv3m,xsrq2utp,1.0,Empiric Antibacterial Therapy and Community-onset Bacterial Co-infection in Patients Hospitalized with COVID-19: A Multi-Hospital Cohort Study,Empiric Antibacterial Therapy and Community-onset Bacterial Co-infection in Patients Hospitalized with COVID-19: A Multi-Hospital Cohort Study
m59nzgus,w9asj1w7,1.0,Evaluating phase synchronization methods in fMRI: a comparison study and new approaches.,Evaluating phase synchronization methods in fMRI: a comparison study and new approaches
m4v5rlyh,tkljf50b,1.0,Optimal control and comprehensive cost-effectiveness analysis for COVID-19,Optimal control and comprehensive cost-effectiveness analysis for COVID-19
2sjnsb7m,wlc2h995,1.0,Essential Family Caregivers in Long-term Care during the COVID-19 Pandemic,Essential Family Caregivers in Long-Term Care During the COVID-19 Pandemic
wxahh3u8,qeyibdp2,1.0,Grundbegriffe der Immunologie,Verleihung Autorenpreis Der Sacam
6mmznway,ynk1f41i,1.0,Action Levels for SARS-CoV-2 in Air: Preliminary Approach,Action Levels for SARS‐CoV‐2 in Air: Preliminary Approach
zdojnaca,2l7qn5sy,1.0,Impact of corticosteroids in hospitalised COVID-19 patients,Impact of corticosteroids in hospitalised COVID-19 patients
1d3m5b6u,6ixnlonz,1.0,The Impact of Immunosuppression and Autoimmune Disease on Severe Outcomes in Patients Hospitalized with COVID-19,The Impact of Immunosuppression and Autoimmune Disease on Severe Outcomes in Patients Hospitalized with COVID-19
fj6yvc4v,v6xzgth7,1.0,COVID-19 Insights Partnership: Leveraging big data from the Department of Veterans Affairs and supercomputers at the Department of Energy under the public health authority,COVID-19 Insights Partnership: Leveraging Big Data from the Department of Veterans Affairs and Supercomputers at the Department of Energy under the Public Health Authority
ag9qbyb1,74imkqa9,1.0,"Depression, anxiety and stress in primary health care users during coronavirus lockdown","[Depression, anxiety and stress in primary health care users during coronavirus lockdown]"
qntr16oi,6fhzyo4l,1.0,Communities and Testing for Covid-19,Communities and testing for COVID-19
q7bcke4x,wezk9ey4,1.0,[Cerebral venous thrombosis and SARS-CoV-2 infection],[Cerebral venous thrombosis and SARS-CoV-2 infection].
04gyqx2u,6gkahxfb,1.0,Imaging findings in COVID-19 pneumonia,[Imaging findings of COVID-19 pneumonia]
wxahh3u8,n76k9mzb,1.0,Grundbegriffe der Immunologie,Lungenbildgebung in der Niederfeld-Magnetresonanztomographie
zp4xc5ma,2sqyn1ff,1.0,The COVID-19 Pandemic Confronts the Motivation Fallacy within Pulmonary Rehabilitation Programs.,The COVID-19 Pandemic Confronts the Motivation Fallacy within Pulmonary Rehabilitation Programs
zsbigpd0,m1k42c9u,1.0,Response to 'Pulmonary thrombosis in 2019‐nCoV pneumonia?',Response to 'Pulmonary thrombosis in 2019-nCoV pneumonia?'
ctduuscs,59zcy1qv,1.0,"Genetic alteration, RNA expression, and DNA methylation profiling of coronavirus disease 2019 (COVID-19) receptor ACE2 in malignancies: a pan-cancer analysis","Genetic alteration, RNA expression, and DNA methylation profiling of coronavirus disease 2019 (COVID-19) receptor ACE2 in malignancies: a pan-cancer analysis"
zmtltqmb,n76k9mzb,1.0,Mitteilungen der DGPPN 9/2020,Lungenbildgebung in der Niederfeld-Magnetresonanztomographie
7kkr6n8w,3f5hlfq2,1.0,"An Update on Initial Epidemiological Profile, Clinical Course, and Outcome of COVID-19 Patients at a Tertiary Care Center in India","An update on initial epidemiological profile, clinical course, and outcome of COVID-19 patients at a tertiary care center in India"
h20jdfak,4bw67wgz,1.0,Zoonotic evolution and implications of microbiome in viral transmission and infection,Zoonotic evolution and implications of microbiome in viral transmission and infection
f1g9o9iq,ek0fx0yk,1.0,"Erratum: Vol. 70, No. 3","Erratum: Vol. 69, No. 47."
0f0d4x5h,iotqyo8o,1.0,Outcomes of adult critically ill patients with hemophagocytic lymphohistiocytosis in united states-analysis from an administrative database from 2007 to 2015.,Outcomes of adult critically ill patients with hemophagocytic lymphohistiocytosis in united states-analysis from an administrative database from 2007 to 2015
m7j2lilt,kwouh3w1,1.0,In Search of the SARS-CoV-2 Protection Correlate: Head-to-Head Comparison of Two Quantitative S1 Assays in Pre-characterized Oligo-/Asymptomatic Patients,In Search of the SARS-CoV-2 Protection Correlate: Head-to-Head Comparison of Two Quantitative S1 Assays in Pre-characterized Oligo-/Asymptomatic Patients
wcb8kxa0,066q7bhw,1.0,Antiviral activity of berberine,Antiviral activity of berberine
ch64lu3a,hijnvjiy,1.0,Make Movement Your Mission: Evaluation of an online digital health initiative to increase physical activity in older people during the COVID-19 pandemic,Make Movement Your Mission: Evaluation of an online digital health initiative to increase physical activity in older people during the COVID-19 pandemic
kcauordc,x1qxcc0z,1.0,Harnessing the Neural Stem Cell Secretome for Regenerative Neuroimmunology,Harnessing the Neural Stem Cell Secretome for Regenerative Neuroimmunology
80u6ub4o,7ytqy3ia,1.0,Clinical Suspicion of COVID-19 in Nursing Home residents: symptoms and mortality risk factors,Clinical Suspicion of COVID-19 in Nursing Home Residents: Symptoms and Mortality Risk Factors
7mb9txzo,2tbowk4n,1.0,Physiotherapy Care of Patients with Coronavirus Disease 2019 (COVID-19) - A Brazilian Experience,Physiotherapy Care of Patients with Coronavirus Disease 2019 (COVID-19) - A Brazilian Experience
wxahh3u8,nj0p2s2y,1.0,Grundbegriffe der Immunologie,Mitteilungen der DGIM
wxahh3u8,6cuf1iaa,1.0,Grundbegriffe der Immunologie,Mitteilungen der DGKFO
zmtltqmb,nj0p2s2y,1.0,Mitteilungen der DGPPN 9/2020,Mitteilungen der DGIM
zmtltqmb,6cuf1iaa,1.0,Mitteilungen der DGPPN 9/2020,Mitteilungen der DGKFO
wxahh3u8,nrlhfwf2,1.0,Grundbegriffe der Immunologie,Mitteilungen der DGRh - Veranstaltungen der Rheumaakademie
fgdyw060,qwphvwuh,1.0,Persistence of SARS-COV-2 in body fluids: a bystander or whistle blower,Persistence of sars-cov-2 in body fluids: A bystander or whistle blower
cf4klb1q,rs6sezcj,1.0,Challenges of pancreatic cancer chemotherapy in the COVID-19 era.,Challenges of pancreatic cancer chemotherapy in the COVID-19 era
zmtltqmb,nrlhfwf2,1.0,Mitteilungen der DGPPN 9/2020,Mitteilungen der DGRh - Veranstaltungen der Rheumaakademie
ekic53l1,099vgi5j,1.0,Ascending aortic thrombus with multiple emboli associated with COVID-19.,Ascending aortic thrombus with multiple emboli associated with COVID-19
kj6itew3,tuxuff6c,1.0,Pfizer-BioNTech mRNA BNT162b2 Covid-19 vaccine protection against variants of concern after one versus two doses,Pfizer-BioNTech mRNA BNT162b2 Covid-19 vaccine protection against variants of concern after one versus two doses
6nj1airz,cpzim9si,1.0,Parental Social Isolation and Child Maltreatment Risk during the COVID-19 Pandemic,Parental Social Isolation and Child Maltreatment Risk During the COVID-19 Pandemic
zmtltqmb,iwq4ugpk,1.0,Mitteilungen der DGPPN 9/2020,Mitteilungen der DGU
wxahh3u8,iwq4ugpk,1.0,Grundbegriffe der Immunologie,Mitteilungen der DGU
78884fmc,nv013wx9,1.0,External validation of risk scores to predict in-hospital mortality in patients hospitalized due to coronavirus disease 2019.,External validation of risk scores to predict in-hospital mortality in patients hospitalized due to coronavirus disease 2019
561axy4i,7faa427l,1.0,Fifteen-minute consultation: A practical approach to remote consultations for paediatric patients during the COVID-19 pandemic,Fifteen-minute consultation: A practical approach to remote consultations for paediatric patients during the COVID-19 pandemic.
kcsn3dm6,yajcejka,1.0,Institutional versus home isolation to curb the COVID-19 outbreak,Institutional versus home isolation to curb the COVID-19 outbreak
tekkkm2u,3ummti54,1.0,Bedside Evaluation of Pulmonary Embolism by Saline Contrast-enhanced Electrical Impedance Tomography: Considerations for Future Research,Bedside Evaluation of Pulmonary Embolism by Saline Contrast Enhanced Electrical Impedance Tomography: Considerations for Future Research
0rreblwb,gxig0yv2,1.0,Variational Full Bayes Lasso: Knots Selection in Regression Splines,Variational Full Bayes Lasso: Knots Selection in Regression Splines
pq8wt2v0,lbxivfbz,1.0,SPONTANEOUS PNEUMOTHORAX AND SPONTANEOUS PNEUMOMEDIASTINUM IN NON-INTUBATED PATIENTS IN THE SETTING OF SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2,Spontaneous Pneumothorax and Spontaneous Pneumomediastinum in Non-intubated Patients in the Setting of Severe Acute Respiratory Syndrome Coronavirus 2
0lajhqn5,lnjh56ts,1.0,"Impact of the COVID-19 pandemic on healthcare workers risk of infection and outcomes in a large, integrated health system.","Impact of the COVID-19 Pandemic on Healthcare Workers’ Risk of Infection and Outcomes in a Large, Integrated Health System"
erzpeexi,ds5ng9qf,1.0,Ultra-sensitive Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Antigen Detection for the Diagnosis of Coronavirus Disease 2019 (COVID-19) in Upper Respiratory Samples,Ultra-sensitive Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Antigen Detection for the Diagnosis of Coronavirus Disease 2019 (COVID-19) in Upper Respiratory Samples
wxahh3u8,aflszl0b,1.0,Grundbegriffe der Immunologie,Cardiopulmonale Wiederbelebung in Zeiten der COVID-19 Pandemie
wxahh3u8,yb8rr84w,1.0,Grundbegriffe der Immunologie,Mitteilungen der DGINA
iorimj1v,47se2d7p,1.0,Relevance of KDPI value and acute rejection on kidney transplant outcomes in recipients with delayed graft function- A retrospective study,Relevance of KDPI value and acute rejection on kidney transplant outcomes in recipients with delayed graft function- A retrospective study.
44gz4b38,avslesil,1.0,"Analysis, quantification, and visualization of RT-LAMP technique for detection of COVID-19","Analysis, quantification, and visualization of RT-LAMP technique for detection of COVID-19"
zmtltqmb,yb8rr84w,1.0,Mitteilungen der DGPPN 9/2020,Mitteilungen der DGINA
zmtltqmb,aflszl0b,1.0,Mitteilungen der DGPPN 9/2020,Cardiopulmonale Wiederbelebung in Zeiten der COVID-19 Pandemie
3y16j3ts,gtl419yq,1.0,Double Pandemic: Racial Discrimination amid Corona virus Disease 2019,Double Pandemic: Racial Discrimination amid Corona virus Disease 2019
zmtltqmb,wf9q6iv3,1.0,Mitteilungen der DGPPN 9/2020,Mitteilungen der DGKJ
wxahh3u8,wf9q6iv3,1.0,Grundbegriffe der Immunologie,Mitteilungen der DGKJ
atvqsm8k,ptn900mr,1.0,Modernizing Public Health Data Systems: Lessons From the Health Information Technology for Economic and Clinical Health (HITECH) Act.,Modernizing Public Health Data Systems: Lessons From the Health Information Technology for Economic and Clinical Health (HITECH) Act
d3o4u1k0,987rwq1l,1.0,Effect of SARS-CoV-2 vaccination on symptoms from post-acute COVID syndrome: results from the national VAXILONG survey,Effect of SARS-CoV-2 vaccination on symptoms from post-acute COVID syndrome: results from the national VAXILONG survey
zmtltqmb,60xvjwsz,1.0,Mitteilungen der DGPPN 9/2020,Mitteilungen der DVG
mwnad027,2aneik86,1.0,Old Treatment for a New Disease: Can Rectal Ozone Insufflation Be Used for COVID-19 Management? A Case Report,Old Treatment for a New Disease: Can Rectal Ozone Insufflation Be Used for COVID-19 Management? A Case Report
a63fygcf,1j2etecr,1.0,Intelligent Resolution: Integrating Cryo-EM with AI-driven Multi-resolution Simulations to Observe the SARS-CoV-2 Replication-Transcription Machinery in Action,Intelligent Resolution: Integrating Cryo-EM with AI-driven Multi-resolution Simulations to Observe the SARS-CoV-2 Replication-Transcription Machinery in Action
wxahh3u8,60xvjwsz,1.0,Grundbegriffe der Immunologie,Mitteilungen der DVG
qntu3jzq,zbvm807z,1.0,Deep Learning and Medical Image Processing for Coronavirus (COVID-19) Pandemic: A Survey,Deep Learning and Medical Image Processing for Coronavirus (COVID-19) Pandemic: A Survey
g5vgr2pj,vm7x04qh,1.0,Reverse Transcriptase Loop Mediated Isothermal Amplification (RT-LAMP) for COVID-19 Diagnosis: A Systematic Review and Meta-Analysis,Reverse Transcriptase Loop Mediated Isothermal AmplifiCation (RT-LAMP) for COVID-19 diagnosis: a systematic review and meta-analysis
cuf83fhj,4349tn1l,1.0,Serum IL-6: A potential biomarker of mortality among SARS-CoV-2 infected patients in Mexico,Serum IL-6: A potential biomarker of mortality among SARS-CoV-2 infected patients in Mexico
wxahh3u8,wmsx2ynt,1.0,Grundbegriffe der Immunologie,Mitteilungen der DGU
thq5qyhr,e9bdfqke,1.0,Rapid Screening of Physiological Changes Associated With COVID-19 Using Soft-Wearables and Structured Activities: A Pilot Study,Rapid Screening of Physiological Changes Associated with COVID-19 Using Soft-Wearables and Structured Activities: A Pilot Study
wxahh3u8,go1ejczo,1.0,Grundbegriffe der Immunologie,Der Fachmann
zmtltqmb,wmsx2ynt,1.0,Mitteilungen der DGPPN 9/2020,Mitteilungen der DGU
zmtltqmb,go1ejczo,1.0,Mitteilungen der DGPPN 9/2020,Der Fachmann
44un2bpr,yuvx2p4h,1.0,Elastocapillary network model of inhalation,Elastocapillary network model of inhalation
xyaoqe7t,x6awqxwx,1.0,Ophthalmic manifestations of COVID-19; a less-appreciated yet significant challenge,Ophthalmic manifestations of COVID-19; a less-appreciated yet significant challenge
kzpbbkv3,vo04nhz0,1.0,People’s Perceptions of AI Utilization in the Context of COVID-19,People’s Perceptions of AI Utilization in the Context of COVID-19
578c9ut5,e1phpqes,1.0,2020 CIS Annual Meeting: Immune Deficiency & Dysregulation North American Conference,2018 CIS Annual Meeting: Immune Deficiency & Dysregulation North American Conference
f1g9o9iq,iymp3fsq,1.0,"Erratum: Vol. 70, No. 3","Erratum: Vol. 69, No. 49"
3opcv1ee,q237h8ie,1.0,"Effect of dexamethasone in patients with ARDS and COVID-19 - prospective, multi-centre, open-label, parallel-group, randomised controlled trial (REMED trial): A structured summary of a study protocol for a randomised controlled trial","Effect of dexamethasone in patients with ARDS and COVID-19 – prospective, multi-centre, open-label, parallel-group, randomised controlled trial (REMED trial): A structured summary of a study protocol for a randomised controlled trial"
qtqfm5bz,vjf9e1bx,1.0,Cardiac Complications and Pertaining Mortality Rate in COVID-19 Patients; a Systematic Review and Meta-Analysis,Cardiac complications and pertaining mortality rate in COVID-19 patients;a systematic review and meta-analysis
1c08mb2k,qe3ohvmk,1.0,Evaluation of the English Version of the Fear of COVID-19 Scale and Its Relationship with Behavior Change and Political Beliefs,Evaluation of the English Version of the Fear of COVID-19 Scale and Its Relationship with Behavior Change and Political Beliefs
aefuykm7,iu5rtemp,1.0,Urban health nexus with coronavirus disease 2019 (COVID-19) preparedness and response in Africa: Rapid scoping review of the early evidence,Urban health nexus with coronavirus disease 2019 (COVID-19) preparedness and response in Africa: Rapid scoping review of the early evidence
sn31my4o,tt6qlhkg,1.0,Prevention for oneself or others? Psychological and social factors that explain social distancing during the COVID-19 pandemic,Prevention for oneself or others? Psychological and social factors that explain social distancing during the COVID-19 pandemic
rs4wtcty,i66scei9,1.0,CORRIGENDUM,Corrigendum.
45gvebt5,virxjzpe,1.0,Acute Demyelinating Encephalomyelitis (ADEM) in COVID-19 Infection: A Case Series.,Acute Demyelinating Encephalomyelitis (ADEM) in COVID-19 Infection: A Case Series
abr26f2p,3y12t20t,1.0,The investigation of mRNA vaccines formulated in liposomes administrated in multiple routes against SARS-CoV-2,The investigation of mRNA vaccines formulated in liposomes administrated in multiple routes against SARS-CoV-2
rs4wtcty,7u7x9ede,1.0,CORRIGENDUM,Corrigendum.
zmtltqmb,hzbaterg,1.0,Mitteilungen der DGPPN 9/2020,Mitteilungen der DGRh - Veranstaltungen der Rheumaakademie
zmtltqmb,bsxc5v3j,1.0,Mitteilungen der DGPPN 9/2020,Auswirkungen der COVID-19-Pandemie
56zfqt6w,zimnvayx,1.0,"Seroprevalence of SARS-CoV-2 Infection among Occupational Groups from the Bucaramanga Metropolitan Area, Colombia","Seroprevalence of SARS-CoV-2 Infection among Occupational Groups from the Bucaramanga Metropolitan Area, Colombia"
f1g9o9iq,8aobiye6,1.0,"Erratum: Vol. 70, No. 3","Erratum: Vol. 69, No. 29"
wxahh3u8,hzbaterg,1.0,Grundbegriffe der Immunologie,Mitteilungen der DGRh - Veranstaltungen der Rheumaakademie
oywq0si3,8kd5btmh,1.0,A behavioral economic risk aversion experiment in the context of the COVID-19 pandemic,A behavioral economic risk aversion experiment in the context of the COVID-19 pandemic
wxahh3u8,bsxc5v3j,1.0,Grundbegriffe der Immunologie,Auswirkungen der COVID-19-Pandemie
62022ie3,3w2wtlnu,1.0,"Pharmacological and nutritional modulation of autophagy in a rainbow trout (Oncorhynchus mykiss) gill cell line, RTgill-W1.","Pharmacological and nutritional modulation of autophagy in a rainbow trout (Oncorhynchus mykiss) gill cell line, RTgill-W1"
f1g9o9iq,zk292qri,1.0,"Erratum: Vol. 70, No. 3","Erratum: Vol. 70, No. 36"
2nfbt753,epvqtdh4,1.0,Modeling SARS-CoV-2 viral kinetics and association with mortality in hospitalized patients from the French COVID cohort,Modeling SARS-CoV-2 viral kinetics and association with mortality in hospitalized patients from the French COVID cohort
2tckpttd,6f3g43kz,1.0,Risk factors for a severe form of COVID‐19 after allogeneic haematopoietic stem cell transplantation: a Société Francophone de Greffe de Moelle et de Thérapie cellulaire (SFGM‐TC) multicentre cohort study,Risk factors for a severe form of COVID-19 after allogeneic haematopoietic stem cell transplantation: a Société Francophone de Greffe de Moelle et de Thérapie cellulaire (SFGM-TC) multicentre cohort study
rs4wtcty,ziy06fzm,1.0,CORRIGENDUM,Corrigendum.
mz43ua8m,m5hggagj,1.0,Small-molecule ligands can inhibit -1 programmed ribosomal frameshifting in a broad spectrum of coronaviruses,Small-molecule ligands can inhibit −1 programmed ribosomal frameshifting in a broad spectrum of coronaviruses
57nhx9t9,euxi364f,1.0,SARS-CoV-2 Spike N-Terminal Domain modulates TMPRSS2-dependent viral entry and fusogenicity,SARS-CoV-2 Spike N-Terminal Domain modulates TMPRSS2-dependent viral entry and fusogenicity
kiozvpft,zv2ir5fm,1.0,Risk Assessment of Healthcare Workers at the Frontline against COVID-19,Risk assessment of healthcare workers at the frontline against COVID-19
04tgo216,mrjws3gp,1.0,Extracorporeal Membrane Oxygenation in Coronavirus Disease 2019-associated Acute Respiratory Distress Syndrome: An Initial US Experience at a High-volume Centre,Extracorporeal Membrane Oxygenation in Coronavirus Disease 2019-associated Acute Respiratory Distress Syndrome: An Initial US Experience at a High-volume Centre
wxahh3u8,pf07lqrv,1.0,Grundbegriffe der Immunologie,Mitteilungen der DGRh - Veranstaltungen der Rheumaakademie
rs4wtcty,zwoo0sot,1.0,CORRIGENDUM,Corrigendum
zmtltqmb,pf07lqrv,1.0,Mitteilungen der DGPPN 9/2020,Mitteilungen der DGRh - Veranstaltungen der Rheumaakademie
zmtltqmb,wr9uokky,1.0,Mitteilungen der DGPPN 9/2020,Mitteilungen der DGG
f1g9o9iq,hmfcqbur,1.0,"Erratum: Vol. 70, No. 3","Erratum: Vol. 69, No. 43"
f1g9o9iq,mszt70q6,1.0,"Erratum: Vol. 70, No. 3","Erratum: Vol. 70, No. 3"
yvftjs3v,7vau781f,1.0,Decreased Naïve T-cell Production Leading to Cytokine Storm as Cause of Increased COVID-19 Severity with Comorbidities,Decreased Naïve T-cell Production Leading to Cytokine Storm as Cause of Increased COVID-19 Severity with Comorbidities
wxahh3u8,wr9uokky,1.0,Grundbegriffe der Immunologie,Mitteilungen der DGG
ad8g9j2d,8yt0vv0f,1.0,Community pharmacy response to infection control during COVID-19. A cross-sectional survey,Community Pharmacy Response to Infection Control during COVID-19. A Cross-Sectional Survey
rtmhk9mf,9q7zbmwp,1.0,Therapeutic Development and Drugs for the Treatment of COVID-19,Therapeutic Development and Drugs for the Treatment of COVID-19
1ub3xzsv,v6i9z5zo,1.0,Pandemic programming: How COVID-19 affects software developers and how their organizations can help,Pandemic Programming: How COVID-19 affects software developers and how their organizations can help
q4ize78o,wg4709xt,1.0,Postmortem Stability of SARS-CoV-2 in Nasopharyngeal Mucosa,Postmortem Stability of SARS-CoV-2 in Nasopharyngeal Mucosa
8n9ca6va,gujlcoxa,1.0,Allogeneic hematopoietic stem cell transplantation for adult T-cell leukemia/lymphoma with HTLV-1-associated myelopathy,Allogeneic hematopoietic stem cell transplantation for adult T-cell leukemia/lymphoma with HTLV-1-associated myelopathy.
ite2o1dh,mqccs193,1.0,Pathophysiologie der Leberkrankheiten,Mitteilungen der DGIIN
ite2o1dh,77xls33y,1.0,Pathophysiologie der Leberkrankheiten,Mitteilungen der DGIM
ite2o1dh,vqbi420w,1.0,Pathophysiologie der Leberkrankheiten,Mitteilungen der ÖGKJ
5odo4ejs,fs2t5qoo,1.0,Impact of COVID-19 mitigation measures on the incidence of preterm birth: a national quasi-experimental study,Impact of COVID-19 mitigation measures on the incidence of preterm birth: a national quasi-experimental study
9gb8yb4f,75qt2c9e,1.0,Waning COVID-19 Vaccine Effectiveness for BNT162b2 and CoronaVac in Malaysia: An Observational Study,Waning COVID-19 Vaccine Effectiveness for BNT162b2 and CoronaVac in Malaysia: An Observational Study
0elmyq94,s7cjn2zp,1.0,"Relationship between children physical activity, inflammatory mediators and lymphocyte activation: possible impact of social isolation (COVID-19)","Relationship between children physical activity, inflammatory mediators and lymphocyte activation: possible impact of social isolation (COVID-19)"
uff4s460,fx5jpvim,1.0,Identification of COVID-19 subtypes based on immunogenomic profiling,Identification of COVID-19 Subtypes Based on Immunogenomic Profiling
ite2o1dh,gk9nlapf,1.0,Pathophysiologie der Leberkrankheiten,Mitteilungen der DGIIN
rpf21jyx,m8e41gyf,1.0,Editorial.,Editorial.
rpf21jyx,p6469kp0,1.0,Editorial.,Editorial.
ginsle3l,t4fts1od,1.0,Host Factor Interaction Networks Identified by Integrative Bioinformatics Analysis Reveals Therapeutic Implications in COPD Patients With COVID-19,Host Factor Interaction Networks Identified by Integrative Bioinformatics Analysis Reveals Therapeutic Implications in COPD Patients With COVID-19
m4kwqujc,byggqk8c,1.0,Trinational Study Exploring the Early Impact of the COVID-19 Pandemic on Organ Donation and Liver Transplantation at National and Unit Levels.,Trinational Study Exploring the Early Impact of the COVID-19 Pandemic on Organ Donation and Liver Transplantation at National and Unit Levels
ite2o1dh,hywu3lsp,1.0,Pathophysiologie der Leberkrankheiten,Klinischer Ultraschall in der Nephrologie
yp9ednfj,agc7sxj4,1.0,Genomic and phenotypic characterization of Multisystem Inflammatory Syndrome in Children (MIS-C): a prospective multicenter study from the Middle East,Genomic and phenotypic characterization of Multisystem Inflammatory Syndrome in Children (MIS-C): a prospective multicenter study from the Middle East
