cord_uid_a,cord_uid_b,similarity,title_a,title_b
ei38cp66,aarzudzt,1.0,Exploring beyond clinical routine SARS-CoV-2 serology using MultiCoV-Ab to evaluate endemic coronavirus cross-reactivity,Exploring beyond clinical routine SARS-CoV-2 serology using MultiCoV-Ab to evaluate endemic coronavirus cross-reactivity
l1qp289v,pjgstjt6,1.0,Urgent safety considerations for dermatologic surgeons in the COVID-19 pandemic,Urgent safety considerations for dermatologic surgeons in the COVID-19 pandemic.
ythzmisn,oi6cyoq0,1.0,Anticoagulation Therapy Using Unfractionated Heparin at a Therapeutic Dose for Coronavirus Disease 2019 Patients With Severe Pneumonia: A Retrospective Historical Control Study,Anticoagulation therapy using unfractionated heparin at a therapeutic dose for coronavirus disease 2019 patients with severe pneumonia: a retrospective historical control study
tn15h42t,3tm282qu,1.0,Whakarongorau Aotearoa: insight into the delivery of New Zealand's national telehealth services.,Whakarongorau Aotearoa: insight into the delivery of New Zealand's national telehealth services
sk0m1seq,ix9q5f2f,1.0,Are socially responsible firms in the U.S. tourism and hospitality industry better off during COVID-19?,Are socially responsible firms in the U.S. tourism and hospitality industry better off during COVID-19?
x5zwhkkj,eryghszk,1.0,Disruptive Modifications to Cardiac Critical Care Delivery During the Covid-19 Pandemic: An International Perspective,Disruptive Modifications to Cardiac Critical Care Delivery During the Covid-19 Pandemic: An International Perspective
doun8n87,qh6hxh2k,1.0,Medical students and COVID-19: lessons learnt from the 2020 pandemic,Medical students and COVID-19: lessons learnt from the 2020 pandemic.
j7pzn0ta,t8tm4lcf,1.0,Successful pulsed methylprednisolone and convalescent plasma treatment in a case of a renal transplant recipient with COVID-19 positive pneumonia: a case report,Successful pulsed methylprednisolone and convalescent plasma treatment in a case of a renal transplant recipient with COVID-19 positive pneumonia: a case report
2ndl9e59,bgvnsmn6,1.0,SARS-CoV-2 infection in the COPD population is associated with increased healthcare utilization: An analysis of Cleveland clinic's COVID-19 registry,SARS-CoV-2 infection in the COPD population is associated with increased healthcare utilization: An analysis of Cleveland clinic's COVID-19 registry
3qbh8ps7,uwzmvlr4,1.0,Modeling and Optimal Control Analysis of Transmission Dynamics of COVID-19: The Case of Ethiopia,Modeling and Optimal Control Analysis of Transmission Dynamics of COVID-19: The Case of Ethiopia
5ddhnkxi,eeff1oai,1.0,Biased hate crime perceptions can reveal supremacist sympathies.,Biased hate crime perceptions can reveal supremacist sympathies
rf97jf8c,rhzsvwhj,1.0,Geospatial digital monitoring of COVID-19 cases at high spatiotemporal resolution,Geospatial digital monitoring of COVID-19 cases at high spatiotemporal resolution
57cualqy,e8pxt2yb,1.0,Three-tier stratification for CNS COVID-19 to help decide which patients should undergo lumbar puncture with CSF analysis: A case report and literature review.,Three-tier stratification for CNS COVID-19 to help decide which patients should undergo lumbar puncture with CSF analysis: A case report and literature review
8xck5832,l3qygxgi,1.0,Site-specific N-glycosylation Characterization of Recombinant SARS-CoV-2 Spike Proteins,Site-specific N-glycosylation Characterization of Recombinant SARS-CoV-2 Spike Proteins
r747q42x,d4loyvoj,1.0,"Reducing Loneliness: The Impact of Mindfulness, Social Cognitions, and Coping.","Reducing Loneliness: The Impact of Mindfulness, Social Cognitions, and Coping"
4h3viqul,bjf9rk3f,1.0,American College of Rheumatology Guidance for COVID‐19 Vaccination in Patients With Rheumatic and Musculoskeletal Diseases: Version 1,American College of Rheumatology Guidance for COVID‐19 Vaccination in Patients With Rheumatic and Musculoskeletal Diseases: Version 2
19qlgoi7,9lfobxt5,1.0,Could COVID‐19 Infect the Consumer Price Index?(1),Could COVID-19 Infect the Consumer Price Index?1
0yhab8bl,z3x25cr9,1.0,Do No Harm: Reaffirming the Value of Evidence and Equipoise While Minimizing Cognitive Bias in the Coronavirus Disease 2019 Era,Do No Harm: Reaffirming the Value of Evidence and Equipoise While Minimizing Cognitive Bias in the Coronavirus Disease 2019 Era
wbzcqa97,m03m8s8s,1.0,Post infectious encephalitis at Covid19: About one pediatric observation and review of the literature,Post infectious encephalitis at Covid19: About one pediatric observation and review of the literature
wq3ikhy5,wk1c6vfo,1.0,Use of a Humanized Anti-CD6 Monoclonal Antibody (Itolizumab) in Elderly Patients with Moderate COVID-19,Use of a Humanized Anti-CD6 Monoclonal Antibody (Itolizumab) in Elderly Patients with Moderate COVID-19
zag8ro6c,h6kolb73,1.0,Impact of COVID-19 on acute coronary syndrome-related hospitalizations: A pooled analysis,Impact of COVID-19 on acute coronary syndrome-related hospitalizations: A pooled analysis
w5amu6wb,7ko6zzwd,1.0,Factors associated with high compliance behaviour against COVID-19 in the early phase of pandemic: a cross-sectional study in 12 Asian countries,Factors associated with high compliance behaviour against COVID-19 in the early phase of pandemic: a cross-sectional study in 12 Asian countries
rqkfhwty,xih80lbz,1.0,An analysis of virtual fracture clinics in orthopaedic trauma in the UK during the coronavirus crisis,An Analysis of Virtual Fracture Clinics in Orthopaedic Trauma in the UK During the Coronavirus Crisis
6oican5y,wg0qyzae,1.0,Persistent immune thrombocytopaenic purpura associated with SARS‐CoV‐2 infection,Persistent immune thrombocytopaenic purpura associated with SARS-CoV-2 infection
mx3icigz,zr3f867k,1.0,An Exploratory Study on the Attitudes of the Greek Believers towards the State's Measures during the First Wave of Coronavirus Pandemic,An Exploratory Study on the Attitudes of the Greek Believers towards the State’s Measures during the First Wave of Coronavirus Pandemic
pakbatqz,zbaoarla,1.0,Pronounce expression of Tim-3 and CD39 but not PD1 defines CD8 T cells in critical Covid-19 patients,Pronounce expression of Tim-3 and CD39 but not PD1 defines CD8 T cells in critical Covid-19 patients
psqqmf5t,tv7leuwr,1.0,Mild anemia as a single independent predictor of mortality in patients with COVID‐19,Mild anemia as a single independent predictor of mortality in patients with COVID-19
c45yveod,5amz6k0l,1.0,"COVID-19 lockdown: physical activity, sedentary behaviour and sleep in Italian medicine students.","COVID-19 lockdown: Physical activity, sedentary behaviour and sleep in Italian medicine students"
kff4z6wd,bgf6x3vs,1.0,The Effect of Corona Virus Lockdown on Air Pollution: Evidence from the City of Brescia in Lombardia Region (Italy),The Effect of Corona Virus Lockdown on Air Pollution: Evidence from the City of Brescia in Lombardia Region (Italy)
szvb2gsf,1zbsbcdd,1.0,Using influenza surveillance networks to estimate state-specific prevalence of SARS-CoV-2 in the United States,Using influenza surveillance networks to estimate state-specific prevalence of SARS-CoV-2 in the United States
z0bdbiue,r4z39sxc,1.0,Obesity in Children and Adolescents during COVID-19 Pandemic,Obesity in Children and Adolescents during COVID-19 Pandemic
rqzv1j66,g61y3ktf,1.0,iGOS++: Integrated Gradient Optimized Saliency by Bilateral Perturbations,IGOS++: Integrated gradient optimized saliency by bilateral perturbations
ezogetu9,vdnoxlvb,1.0,"Covid-19: Children's mental health services in England are ""nowhere near sufficient,"" says commissioner","Covid-19: Children's mental health services in England are ""nowhere near sufficient,"" says commissioner."
4wq5mnja,ekjs29y1,1.0,Perillaldehyde Alleviates Spinal Cord Ischemia-Reperfusion Injury Via Activating the Nrf2 Pathway.,Perillaldehyde Alleviates Spinal Cord Ischemia-Reperfusion Injury Via Activating the Nrf2 Pathway
34m9jv1l,iezglclg,1.0,Delayed care for patients with newly diagnosed cancer due to COVID-19 and estimated impact on cancer mortality in France,Delayed care for patients with newly diagnosed cancer due to COVID-19 and estimated impact on cancer mortality in France
8lob850j,yyvo4lff,1.0,Causal Discovery using Compression-Complexity Measures.,Causal Discovery using Compression-Complexity Measures
nf5w5qi0,3trbgam4,1.0,How and When Does Inclusive Leadership Curb Psychological Distress During a Crisis? Evidence From the COVID-19 Outbreak,How and When Does Inclusive Leadership Curb Psychological Distress During a Crisis? Evidence From the COVID-19 Outbreak
gjc9w9jg,mymr3bc9,1.0,Indoor Air Quality: Rethinking rules of building design strategies in post-pandemic architecture,Indoor Air Quality: Rethinking Rules of Building Design Strategies in Post-pandemic Architecture
fnma68t1,ghemcxpl,1.0,MIDDLE EAST RESPIRATORY SYNDROME CORONAVIRUS (MERS-COV) – THE KINGDOM OF SAUDI ARABIA,MIDDLE EAST RESPIRATORY SYNDROME CORONAVIRUS (MERS-COV) – THE KINGDOM OF SAUDI ARABIA
vn2tftre,hjsorny3,1.0,"Graphene Oxide ""Surfactant""-Directed Tunable Concentration of Graphene Dispersion","Graphene Oxide ""Surfactant""-Directed Tunable Concentration of Graphene Dispersion."
dxgk8zr8,kg5i6xf4,1.0,Robust Antibody and T Cell Responses to SARS-CoV-2 in Patients with Antibody Deficiency,Robust Antibody and T Cell Responses to SARS-CoV-2 in Patients with Antibody Deficiency
bvkg47a8,lpa67cgz,1.0,First environmental surveillance for the presence of SARS-CoV-2 RNA in wastewater and river water in Japan,First environmental surveillance for the presence of SARS-CoV-2 RNA in wastewater and river water in Japan
z5to3qqv,50qg1f8u,1.0,The evaluation of convolutional neural network (CNN) for the assessment of chest x-ray of COVID-19 patients,The evaluation of convolutional neural network (CNN) for the assessment of chest X-ray of COVID-19 patients
qk7qg8mw,6pqk0b4m,1.0,Treatment of Proximal Femoral Fragility Fractures in Patients with COVID-19 During the SARS-CoV-2 Outbreak in Northern Italy,Treatment of Proximal Femoral Fragility Fractures in Patients with COVID-19 During the SARS-CoV-2 Outbreak in Northern Italy
hb0xxpg6,ynsuyivq,1.0,Silver linings: will the COVID-19 pandemic instigate long overdue mental health support services for healthcare workers?,Silver linings: will the COVID-19 pandemic instigate long overdue mental health support services for healthcare workers?
opd8wp3i,srmkaoyt,1.0,Adapting Behavioral Interventions for a Changing Public Health Context: A Worked Example of Implementing a Digital Intervention During a Global Pandemic Using Rapid Optimisation Methods,Adapting Behavioral Interventions for a Changing Public Health Context: A Worked Example of Implementing a Digital Intervention During a Global Pandemic Using Rapid Optimisation Methods
q0lxg6i4,lm8gp677,1.0,The clinical course of critically ill COVID-19 patients receiving invasive mechanical ventilation with subsequent terminal weaning: Primary data from 11 cases,The clinical course of critically ill COVID-19 patients receiving invasive mechanical ventilation with subsequent terminal weaning: Primary data from 11 cases
dqv3rmco,8eeqoag0,1.0,Comparisons of various anthropometric indexes with localized Stage II/III periodontitis in young adults: The CHIEF oral health study,Comparisons of Various Anthropometric Indexes With Localized Stage II/III Periodontitis in Young Adults: The CHIEF Oral Health Study.
1c1aas4u,8gcnp4l2,1.0,"[Coagulopathies, thrombotic risk and anticoagulation in COVID-19]","[Coagulopathies, thrombotic risk and anticoagulation in COVID-19]."
05v9uusg,c5rnput8,1.0,Teaching Epidemiology Online (Pandemic Edition),Teaching Epidemiology Online (Pandemic Edition)
lr6mx5cp,3rlp5h2g,1.0,Acute Liver Injury Among Pediatric Liver Transplantation Recipients With Coronavirus Disease 2019: An International Collaborative Study,Acute Liver Injury Among Pediatric Liver Transplantation Recipients With Coronavirus Disease 2019: An International Collaborative Study
74cr0pdr,qwmb6qar,1.0,Is COVID-19 Fatality Rate Associated with Malaria Endemicity?,Is COVID-19 Fatality Rate Associated with Malaria Endemicity?
4vk6pl48,71fyo5xl,1.0,The coding capacity of SARS-CoV-2,The coding capacity of SARS-CoV-2.
d846djyd,mqdmond5,1.0,"Corrigendum to ""Identifying the impacts of the COVID-19 pandemic on service access for people who use drugs (PWUD): A national qualitative study"" [Journal of Substance Abuse Treatment 129 (2021) 108374]","Corrigendum to ""Identifying the impacts of the COVID-19 pandemic on service access for people who use drugs (PWUD): A national qualitative study"" [Journal of Substance Abuse Treatment 129 (2021) 108374]."
lkjgkti9,2nhs5qu0,1.0,Reactive Psychosis in a Health Care Worker During the COVID-19 Pandemic.,Reactive Psychosis in a Health Care Worker During the COVID-19 Pandemic
j7ma4m6j,qnneyxz4,1.0,Laboratory biomarkers of COVID-19 disease severity and outcome: Findings from a developing country,Laboratory Biomarkers of COVID-19 Disease Severity and Outcome: Findings from a Developing Country
69r9ia2x,hm9il4zq,1.0,"COVID-19 ANXIETY AMONG FRONTLINE NURSES: PREDICTIVE ROLE OF ORGANISATIONAL SUPPORT, PERSONAL RESILIENCE AND SOCIAL SUPPORT","COVID‐19 anxiety among frontline nurses: predictive role of organisational support, personal resilience and social support"
bnquocp9,tsg1e3ee,1.0,Performance of the BinaxNOW coronavirus disease 2019 (COVID-19) Antigen Card test relative to the severe acute respiratory coronavirus virus 2 (SARS-CoV-2) real-time reverse transcriptase polymerase chain reaction (rRT-PCR) assay among symptomatic and asymptomatic healthcare employees,Performance of the BinaxNOW coronavirus disease 2019 (COVID-19) Antigen Card test relative to the severe acute respiratory coronavirus virus 2 (SARS-CoV-2) real-time reverse transcriptase polymerase chain reaction (rRT-PCR) assay among symptomatic and asymptomatic healthcare employees
3mgt38qd,fsmuqktd,1.0,FN3 protein fragment containing two type III fibronectin domains from B. longum GT15 binds to human tumor necrosis factor alpha in vitro,FN3 protein fragment containing two type III fibronectin domains from B. longum GT15 binds to human tumor necrosis factor alpha in vitro
5fo0zuam,5aohlbsx,1.0,Biobanking corneal tissues for emergency procedures during COVID-19 era,Biobanking corneal tissues for emergency procedures during COVID-19 era
dkf0ib5q,96qdibn5,1.0,Dorsoventral polarity directs cell responses to migration track geometries.,Dorsoventral polarity directs cell responses to migration track geometries
xkviowbo,evql9hyg,1.0,"Same evidence, varying viewpoints: Three questions illustrating important differences between United States and European cholesterol guideline recommendations","Same Evidence, Varying Viewpoints: Three Questions Illustrating Important Differences between United States and European Cholesterol Guideline Recommendations"
b4kajtok,i1iucoc5,1.0,Improving Exposure of Physician Trainees to Patient Safety and Quality Improvement,Improving Exposure of Physician Trainees to Patient Safety and Quality Improvement.
eg33uqok,p8w6oyra,1.0,"Analysis of laboratory blood parameter results for patients diagnosed with COVID-19, from all ethnic group populations: A single centre study","Analysis of laboratory blood parameter results for patients diagnosed with COVID‐19, from all ethnic group populations: A single centre study"
t61vxe7q,1vv3tdjq,1.0,A narrative review of factors historically influencing telehealth use across six medical specialties in the United States,A Narrative Review of Factors Historically Influencing Telehealth Use across Six Medical Specialties in the United States
jk701q1f,myrnj26v,1.0,The mutational landscape of SARS-CoV-2 variants diversifies T cell targets in an HLA supertype-dependent manner,The mutational landscape of SARS-CoV-2 variants diversifies T cell targets in an HLA supertype-dependent manner
dztaijzu,y5dbebol,1.0,Use of portable air cleaners to reduce aerosol transmission on a hospital COVID-19 ward,Use of portable air cleaners to reduce aerosol transmission on a hospital COVID-19 ward
c8ejliy2,r077yszu,1.0,Online Survey of the Impact of COVID-19 Risk and Cost Estimates on Worry and Health Behavior Compliance in Young Adults,Online Survey of the Impact of COVID-19 Risk and Cost Estimates on Worry and Health Behavior Compliance in Young Adults
94qflfzo,kqtvv9kh,1.0,"Socio-psychological Implications of the Outbreak of COVID-19: Issues, Challenges and Future Prospects","Socio-psychological Implications of the Outbreak of Covid-19: Issues, Challenges and Future Prospects"
92equcf6,qga513ql,1.0,Increased Incidence of Acute Pulmonary Embolism in Emergency Department Patients During the COVID-19 Pandemic,Increased Incidence of Acute Pulmonary Embolism in Emergency Department Patients During the COVID‐19 Pandemic
2iowsnmv,q6b3uf4h,1.0,COVID-19 and the increased risk of myopia and digital eye strain,COVID-19 and the increased risk of myopia and digital eye strain
qzgt3kba,eepjinlt,1.0,Essential Healthcare Services in the Face of COVID-19 Prevention: Experiences from a Referral Hospital in Ethiopia,Essential Healthcare Services in the Face of COVID-19 Prevention: Experiences from a Referral Hospital in Ethiopia
nbmtl1bt,y8r6unk8,1.0,AZD-1222: Guillain-Barre syndrome: 5 case reports,AZD-1222: Guillain-Barre syndrome: 4 case reports
yyffxotm,4buky5tp,1.0,Eliminating Supportive Crowds Reduces Referee Bias,Eliminating supportive crowds reduces referee bias
8qfil5nh,yntu04gb,1.0,COVID-19 in Pediatric Granulomatosis with Polyangiitis,COVID-19 in Pediatric Granulomatosis with Polyangiitis
3v6oy0am,m9njlvso,1.0,SUBJECT INDEX FOR VOLUME 37,Subject Index to Volume 35
wl3u3go9,hfahdnka,1.0,Health Anxiety and Its Correlations with Self-Perceived Risk and Attitude on COVID-19 among Malaysian Healthcare Workers during the Pandemic,Health anxiety and its correlations with self-perceived risk and attitude on covid-19 among malaysian healthcare workers during the pandemic
hgqx01s6,xmq0meq4,1.0,Assessing restoration benefit of grassland ecosystem incorporating preference heterogeneity empirical data from Inner Mongolia Autonomous Region,Assessing restoration benefit of grassland ecosystem incorporating preference heterogeneity empirical data from Inner Mongolia Autonomous Region
flaugtqv,dwtgxqkg,1.0,The Impact of Health Disparities on COVID-19 Outcomes: Early Findings from a High-Income Country and Two Middle-Income Countries,The Impact of Health Disparities on COVID-19 Outcomes: Early Findings from a High-Income Country and Two Middle-Income Countries
293rookm,xrbfcg3n,1.0,Sentiment Analysis and Topic Modeling for COVID-19 Vaccine Discussions,Sentiment Analysis and Topic Modeling for COVID-19 Vaccine Discussions
2ncrlo04,3ouzpmx0,1.0,"Information, control and health promotion in the Brazilian context of the pandemic","Information, control and health promotion in the Brazilian context of the pandemic"
hmyo9nty,8qucqzjf,1.0,Automated triage of covid-19 from various lung abnormalities using chest ct features,Automated Triage of Covid-19 from Various Lung Abnormalities Using Chest Ct Features
cvy23aj9,sdeumrw6,1.0,Evolving consensus on managing vitreo-retina and uvea practice in post-COVID-19 pandemic era,Evolving consensus on managing vitreo-retina and uvea practice in post-COVID-19 pandemic era
hgol96km,krl8m9qr,1.0,"Reply to Letter to the Editor Regarding: ""Applying to dermatology residency during the COVID-19 pandemic""",Reply to Letter to the Editor Regarding: “Applying to dermatology residency during the COVID-19 pandemic”
7e05qqu6,sx4ol8b7,1.0,Bilateral angle-closure during hospitalization for coronavirus disease-19 (COVID-19): A case report,Bilateral angle-closure during hospitalization for coronavirus disease-19 (COVID-19): A case report
jbfes62c,fvcyqzgb,1.0,Acute Ischemic Stroke During the Convalescent Phase of Asymptomatic COVID-2019 Infection in Men,Acute Ischemic Stroke During the Convalescent Phase of Asymptomatic COVID-2019 Infection in Men
2qxgonpm,gp2utbc5,1.0,Enhancement of Toxic Efficacy of Alkylated Polycyclic Aromatic Hydrocarbons Transformed by Sphingobium quisquiliarum.,Enhancement of Toxic Efficacy of Alkylated Polycyclic Aromatic Hydrocarbons Transformed by Sphingobium quisquiliarum
1ub3xzsv,9hzgjhya,1.0,Pandemic programming: How COVID-19 affects software developers and how their organizations can help,Pandemic programming: How COVID-19 affects software developers and how their organizations can help
3ic1m2bn,vzyrcmu4,1.0,In vitro evaluation of antiviral activity of single and combined repurposable drugs against SARS-CoV-2,In vitro evaluation of antiviral activity of single and combined repurposable drugs against SARS-CoV-2
m483kdc9,95b33tn5,1.0,"Competitive endogenous network of lncRNA, miRNA, and mRNA in the chemoresistance of gastrointestinal tract adenocarcinomas.","Competitive endogenous network of lncRNA, miRNA, and mRNA in the chemoresistance of gastrointestinal tract adenocarcinomas"
wiybl3p1,oor7r2ok,1.0,Transmissibility and Epidemicity of COVID-19 in India: A Case Study,Transmissibility and Epidemicity of COVID-19 in India: A Case Study
664ge2bc,tkmv1fv7,1.0,Laparoscopic vs open surgery during the COVID-19 pandemic: what are the risks?,Laparoscopic vs open surgery during the COVID-19 pandemic: what are the risks?
zj5w79ak,6xrqjgi0,1.0,Prevalence and Predictors of SARS‐CoV‐2 Antibodies among Solid Organ Transplant Recipients with Confirmed Infection,Prevalence and Predictors of SARS-CoV-2 Antibodies among Solid Organ Transplant Recipients with Confirmed Infection
56pz18w6,kp3rqerl,1.0,The COVID-19 response: the health impacts of austerity measures,The COVID‐19 response: the health impacts of austerity measures
iu3h0146,1jbz5hs5,1.0,A Comparison of Mental Health Outcomes in the United States and Italy at Different Levels of Cumulative COVID-19 Prevalence,A Comparison of Mental-Health Outcomes in the United States and Italy at Different Levels of Cumulative COVID-19 Prevalence
oprwrnjt,jimqxaiz,1.0,New Zealand's science-led response to the SARS-CoV-2 pandemic.,New Zealand's science-led response to the SARS-CoV-2 pandemic
t34bk3tj,1t5iqcsi,1.0,The psychological impact of the COVID-19 pandemic on fertility care: a qualitative systematic review,The psychological impact of the COVID-19 pandemic on fertility care: a qualitative systematic review.
gbikq2gp,3ivdw9o9,1.0,COVID-19 in patients with Myasthenia Gravis: epidemiology and disease course,COVID‐19 in patients with myasthenia gravis: Epidemiology and disease course
2w9eovo0,5q3qszlp,1.0,"Finding the Best Antiviral Regimen for COVID-19: A Double-Center Retrospective Cohort Study of 207 Cases in Hunan, China","Finding the Best Antiviral Regimen for COVID-19: A Double-Center Retrospective Cohort Study of 207 Cases in Hunan, China"
3xgtfmmg,gtpbu9bu,1.0,Economic Impact of COVID-19 on a High Volume Academic Neurosurgical Practice,Economic Impact of COVID-19 on a High-Volume Academic Neurosurgical Practice
gkt9q76y,r2psl8tx,1.0,Correlation between BNT162b2 mRNA Covid-19 vaccine-associated hypermetabolic lymphadenopathy and humoral immunity in patients with hematologic malignancy,Correlation between BNT162b2 mRNA Covid-19 vaccine-associated hypermetabolic lymphadenopathy and humoral immunity in patients with hematologic malignancy
222q95bf,8of6l59k,1.0,Physiotherapists' and physiotherapy students' attitudes and beliefs about working with people with dementia: a mixed methods systematic review protocol.,Physiotherapists' and physiotherapy students' attitudes and beliefs about working with people with dementia: a mixed methods systematic review protocol
ibtav01s,zoq2rsi5,1.0,Corporate Immunity to the COVID-19 Pandemic,Corporate immunity to the COVID-19 pandemic
3v6oy0am,oa2rmadi,1.0,SUBJECT INDEX FOR VOLUME 37,"SUBJECT INDEX: VOLUME 134, 2003"
t61vxe7q,9layew0c,1.0,A narrative review of factors historically influencing telehealth use across six medical specialties in the United States,A Narrative Review of Factors Historically Influencing Telehealth Use across Six Medical Specialties in the United States
7dqm3qpz,qruz3h3e,1.0,Identifying evidence informed psychological interventions during the COVID-19 pandemic: Rapid review of the literature,Identifying evidence informed psychological interventions during the COVID-19 pandemic: Rapid review of the literature
55h9a6wh,q4u55zh4,1.0,Persistent Poor Health after COVID-19 Is Not Associated with Respiratory Complications or Initial Disease Severity,Persistent Poor Health after COVID-19 Is Not Associated with Respiratory Complications or Initial Disease Severity
