cord_uid_a,cord_uid_b,similarity,title_a,title_b
in00rzqe,w5ui1ona,-0.016772605,Nachhaltiges Wachstum: Braucht Deutschland ein Investitionsprogramm?,Clinical features and prognostic factors in Covid-19: A prospective cohort study
0lmerywo,sm6gavaj,-0.016207594,Comorbidities and sociodemographic factors on COVID-19 fatalities,Nach COVID-19: Kommt jetzt das Impfen gegen Krebs?
e69c9wyw,ogny6yu5,-0.016115544,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten,Faces of Risk and Resilience: Fathers and Their Families
m0gro0sv,gmpkib3r,-0.014863585,Reflections on rheumatological aspects of COVID-19,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
ej5ii28v,mkcmfbxx,-0.014807695,Eine Monsterpille zur Prophylaxe bei Herzgesunden,Risk factors and outcome of COVID-19 in patients with hematological malignancies
0y0pi54f,0lmerywo,-0.014640487,Bereit: Von der Normalstation zur Covid-19-Überwachungsstation,Comorbidities and sociodemographic factors on COVID-19 fatalities
ej5ii28v,xmhgzuob,-0.014107292,Eine Monsterpille zur Prophylaxe bei Herzgesunden,Secondary Metabolites of Plants
0lmerywo,79hf1x4j,-0.014034245,Comorbidities and sociodemographic factors on COVID-19 fatalities,Sind durch COVID-19 (mehr) Patienten mit Hörverlust zu erwarten?
bgf5c3o3,w5ui1ona,-0.013407013,Das geht jeden Dermatologen an,Clinical features and prognostic factors in Covid-19: A prospective cohort study
2wx7ye3t,e69c9wyw,-0.013203947,"COVID-19, children and schools: overlooked and at risk",Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
t29lnoo2,0lmerywo,-0.013098485,Kurzarbeitergeld: Bundesagentur für Arbeit rudert zurück,Comorbidities and sociodemographic factors on COVID-19 fatalities
vkvk357y,yozipvpp,-0.011846266,Chapter 3 - Clinical features of COVID-19,Was Krebspatienten jetzt wissen wollen
ej5ii28v,ogny6yu5,-0.011599901,Eine Monsterpille zur Prophylaxe bei Herzgesunden,Faces of Risk and Resilience: Fathers and Their Families
in00rzqe,hwfh3f9u,-0.0113967275,Nachhaltiges Wachstum: Braucht Deutschland ein Investitionsprogramm?,Abstracts - Scientific Exhibits
oedpkgvo,q06bove4,-0.011042173,COVID-19 in children: reasons for uneventful clinical course,COVID-19: Was wir wissen können
bgf5c3o3,qvsn4gbf,-0.01083033,Das geht jeden Dermatologen an,COVID-19 Disparities in Nursing Homes
0jesl60e,in00rzqe,-0.010532898,Should we screen patients with hematologic malignancies for COVID-19?,Nachhaltiges Wachstum: Braucht Deutschland ein Investitionsprogramm?
szbn9mhb,0lmerywo,-0.010278499,Nebenwirkungsmanagement immunonkologischer Therapien – was gibt es zu beachten?,Comorbidities and sociodemographic factors on COVID-19 fatalities
ej5ii28v,wuyuff46,-0.009997255,Eine Monsterpille zur Prophylaxe bei Herzgesunden,"“I'm a Referee, Not a Female Referee”: The Experiences of Women Involved in Football as Coaches and Referees"
ej5ii28v,ndzft9az,-0.009905806,Eine Monsterpille zur Prophylaxe bei Herzgesunden,Hematological parameters- as mortality predictors in COVID-19 patients
w5ui1ona,y3rmmgb7,-0.009893704,Clinical features and prognostic factors in Covid-19: A prospective cohort study,Covid‑19 – was wir sicher wissen
ej5ii28v,m0gro0sv,-0.009838672,Eine Monsterpille zur Prophylaxe bei Herzgesunden,Reflections on rheumatological aspects of COVID-19
0lmerywo,yozipvpp,-0.0094933,Comorbidities and sociodemographic factors on COVID-19 fatalities,Was Krebspatienten jetzt wissen wollen
ej5ii28v,ymvbbxju,-0.00865733,Eine Monsterpille zur Prophylaxe bei Herzgesunden,"Interest groups, local politics, and police unions"
in00rzqe,t41klwxy,-0.008406613,Nachhaltiges Wachstum: Braucht Deutschland ein Investitionsprogramm?,Presentation and Outcomes of Patients with ESKD and COVID-19.
ej5ii28v,9u6aqoav,-0.008258417,Eine Monsterpille zur Prophylaxe bei Herzgesunden,COVID-19: Prospective Challenges and Potential Vaccines.
bgf5c3o3,zaqc5r2w,-0.0080896355,Das geht jeden Dermatologen an,Doctors' Perceptions of Multiracial Adolescents
47i1k1dv,q06bove4,-0.00808129,Selected highlights from other journals.,COVID-19: Was wir wissen können
w5ui1ona,gmpkib3r,-0.007917835,Clinical features and prognostic factors in Covid-19: A prospective cohort study,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
szbn9mhb,m0gro0sv,-0.0077693025,Nebenwirkungsmanagement immunonkologischer Therapien – was gibt es zu beachten?,Reflections on rheumatological aspects of COVID-19
kc9bhanc,pgt1ivd8,-0.007587897,Lockdown fears for key populations,Pflegepraxis durch Pflegewissenschaft in Zeiten von COVID-19 sichtbar machen
8p9hh6rp,gmpkib3r,-0.0072216387,Key Factors in the contigency plan for COVID-19 during the Magal Celebration in 2020,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
ej5ii28v,2wx7ye3t,-0.0070793624,Eine Monsterpille zur Prophylaxe bei Herzgesunden,"COVID-19, children and schools: overlooked and at risk"
8yetodk5,in00rzqe,-0.0069152103,Clinical and epidemiological characterization of patients with covid-19,Nachhaltiges Wachstum: Braucht Deutschland ein Investitionsprogramm?
0esi1flb,gmpkib3r,-0.006890631,Face Biometrics as a Potential Predictor for COVID-19 Susceptibility,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
in00rzqe,ndzft9az,-0.0067879846,Nachhaltiges Wachstum: Braucht Deutschland ein Investitionsprogramm?,Hematological parameters- as mortality predictors in COVID-19 patients
qej4bdwx,0lmerywo,-0.006283309,Wenig Transparenz bei Studien zu COVID-19-Vakzinen,Comorbidities and sociodemographic factors on COVID-19 fatalities
xbk3415q,0lmerywo,-0.006283309,Wenig Transparenz bei Studien zu COVID-19-Vakzinen,Comorbidities and sociodemographic factors on COVID-19 fatalities
bgf5c3o3,mp5ys0rq,-0.0061594276,Das geht jeden Dermatologen an,Neurological Predictors of Clinical Outcomes in Hospitalized Patients With COVID-19
e69c9wyw,ymvbbxju,-0.0060040867,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten,"Interest groups, local politics, and police unions"
8yetodk5,yozipvpp,-0.005749919,Clinical and epidemiological characterization of patients with covid-19,Was Krebspatienten jetzt wissen wollen
p722u4s5,ej5ii28v,-0.005168584,"Antibodies: Friends, Foes, or Both? Lessons From COVID-19 for the Rheumatologist.",Eine Monsterpille zur Prophylaxe bei Herzgesunden
9u6aqoav,gmpkib3r,-0.0051166317,COVID-19: Prospective Challenges and Potential Vaccines.,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
w5ui1ona,yozipvpp,-0.0050646192,Clinical features and prognostic factors in Covid-19: A prospective cohort study,Was Krebspatienten jetzt wissen wollen
5b7at0ye,ej5ii28v,-0.0049720183,Neurological Manifestations of COVID-19 in Children.,Eine Monsterpille zur Prophylaxe bei Herzgesunden
ej5ii28v,1ra2px67,-0.004898691,Eine Monsterpille zur Prophylaxe bei Herzgesunden,Three Hypotheses About Children COVID19.
ej5ii28v,p34xqycj,-0.004897054,Eine Monsterpille zur Prophylaxe bei Herzgesunden,Sociodemographic factors as moderators of COVID-19 stress on depression.
zaqc5r2w,ej5ii28v,-0.00483541,Doctors' Perceptions of Multiracial Adolescents,Eine Monsterpille zur Prophylaxe bei Herzgesunden
jzoj084m,yozipvpp,-0.0047590253,COVID-19: Risk factors for critical illness,Was Krebspatienten jetzt wissen wollen
bgf5c3o3,3oe65cap,-0.004351997,Das geht jeden Dermatologen an,Serological characteristics of COVID-19 patients
e69c9wyw,mkcmfbxx,-0.0043247966,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten,Risk factors and outcome of COVID-19 in patients with hematological malignancies
zaqc5r2w,szbn9mhb,-0.0042223963,Doctors' Perceptions of Multiracial Adolescents,Nebenwirkungsmanagement immunonkologischer Therapien – was gibt es zu beachten?
ej5ii28v,3oe65cap,-0.0040961765,Eine Monsterpille zur Prophylaxe bei Herzgesunden,Serological characteristics of COVID-19 patients
jpo6mxyn,in00rzqe,-0.004052809,Guidelines for COVID-19 Epidemiological Investigations,Nachhaltiges Wachstum: Braucht Deutschland ein Investitionsprogramm?
szbn9mhb,ymvbbxju,-0.0040034545,Nebenwirkungsmanagement immunonkologischer Therapien – was gibt es zu beachten?,"Interest groups, local politics, and police unions"
e1ztoqwd,e69c9wyw,-0.0038157823,Infectious Agents as Potential Drivers of α-Synucleinopathies.,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
p34xqycj,e69c9wyw,-0.0037099177,Sociodemographic factors as moderators of COVID-19 stress on depression.,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
mp5ys0rq,ej5ii28v,-0.0034797678,Neurological Predictors of Clinical Outcomes in Hospitalized Patients With COVID-19,Eine Monsterpille zur Prophylaxe bei Herzgesunden
mp5ys0rq,in00rzqe,-0.003338081,Neurological Predictors of Clinical Outcomes in Hospitalized Patients With COVID-19,Nachhaltiges Wachstum: Braucht Deutschland ein Investitionsprogramm?
wuyuff46,e69c9wyw,-0.0032419057,"“I'm a Referee, Not a Female Referee”: The Experiences of Women Involved in Football as Coaches and Referees",Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
ej5ii28v,q5l62qdn,-0.0031867542,Eine Monsterpille zur Prophylaxe bei Herzgesunden,Demographic characteristics and neurological comorbidity of patients with COVID-19
bgf5c3o3,ymvbbxju,-0.0031463008,Das geht jeden Dermatologen an,"Interest groups, local politics, and police unions"
q5l62qdn,gmpkib3r,-0.0031327105,Demographic characteristics and neurological comorbidity of patients with COVID-19,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
9u6aqoav,e69c9wyw,-0.0028915294,COVID-19: Prospective Challenges and Potential Vaccines.,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
0m6b6uaq,0lmerywo,-0.0028729537,KRITIS zu Zeiten einer Pandemie: Was sollten Betreiber beachten?,Comorbidities and sociodemographic factors on COVID-19 fatalities
fu6ruwf0,e69c9wyw,-0.0026683547,Focus on fitness . . . and other stories,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
46pn6jmc,0lmerywo,-0.0025538509,Warum Austausch gerade jetzt wichtig ist,Comorbidities and sociodemographic factors on COVID-19 fatalities
ej5ii28v,5oy6g7r5,-0.002429804,Eine Monsterpille zur Prophylaxe bei Herzgesunden,Football Worlds: business and networks during COVID-19
w5ui1ona,q06bove4,-0.0023762807,Clinical features and prognostic factors in Covid-19: A prospective cohort study,COVID-19: Was wir wissen können
bgf5c3o3,25wb8srh,-0.0023588082,Das geht jeden Dermatologen an,Cardiovascular research in CLINICS.
bgf5c3o3,ai2yno3r,-0.0021852918,Das geht jeden Dermatologen an,Keeping the Family in Family Medicine
bgf5c3o3,cf4533gw,-0.0020464812,Das geht jeden Dermatologen an,Research publications during public health emergencies
3oe65cap,yozipvpp,-0.0019794249,Serological characteristics of COVID-19 patients,Was Krebspatienten jetzt wissen wollen
l93lvopy,in00rzqe,-0.0018994969,Journals as communities of practice.,Nachhaltiges Wachstum: Braucht Deutschland ein Investitionsprogramm?
yozipvpp,m0gro0sv,-0.0017576915,Was Krebspatienten jetzt wissen wollen,Reflections on rheumatological aspects of COVID-19
km5z3hpf,ej5ii28v,-0.0016421274,Should Institutions Disclose the Names of Employees with Covid-19?,Eine Monsterpille zur Prophylaxe bei Herzgesunden
o0okucwu,ej5ii28v,-0.0016421274,Should Institutions Disclose the Names of Employees with Covid‐19?,Eine Monsterpille zur Prophylaxe bei Herzgesunden
ej5ii28v,homxj9uz,-0.0015910276,Eine Monsterpille zur Prophylaxe bei Herzgesunden,Bats and Viruses: complex relationships
0lbct95y,yozipvpp,-0.0015025605,Clinical Characteristics of COVID-19 Patients' Postvaccination,Was Krebspatienten jetzt wissen wollen
d4mqgesb,q06bove4,-0.0013053401,Testing COVID-19 tests faces methodological challenges,COVID-19: Was wir wissen können
34vjj0nf,ej5ii28v,-0.0011027711,"Nurses as heroes, warriors and political activists",Eine Monsterpille zur Prophylaxe bei Herzgesunden
ej5ii28v,47i1k1dv,-0.0010463955,Eine Monsterpille zur Prophylaxe bei Herzgesunden,Selected highlights from other journals.
nc60nlq7,ej5ii28v,-0.0008067862,Demographic predictors of hospitalization and mortality in US children with COVID-19,Eine Monsterpille zur Prophylaxe bei Herzgesunden
fu6ruwf0,pgt1ivd8,-0.0008050381,Focus on fitness . . . and other stories,Pflegepraxis durch Pflegewissenschaft in Zeiten von COVID-19 sichtbar machen
k0x6rjdi,ej5ii28v,-0.00074219325,Population Risk Factors for COVID-19 Mortality in 93 Countries,Eine Monsterpille zur Prophylaxe bei Herzgesunden
d4flgee8,q06bove4,-0.0005494745,Keeping governments accountable: the COVID-19 Assessment Scorecard (COVID-SCORE).,COVID-19: Was wir wissen können
ej5ii28v,8v2x2skr,-0.0005395615,Eine Monsterpille zur Prophylaxe bei Herzgesunden,Factors in the probability of covid-19 transmission in university classrooms
q5l62qdn,szbn9mhb,-0.0005267666,Demographic characteristics and neurological comorbidity of patients with COVID-19,Nebenwirkungsmanagement immunonkologischer Therapien – was gibt es zu beachten?
ej5ii28v,lcs8io8c,-0.00036934012,Eine Monsterpille zur Prophylaxe bei Herzgesunden,Hurdles and Opportunities for Women Career in Startups
m0gro0sv,79hf1x4j,-0.0002903945,Reflections on rheumatological aspects of COVID-19,Sind durch COVID-19 (mehr) Patienten mit Hörverlust zu erwarten?
zqt6f6m5,gmpkib3r,-0.00023736118,COVID and Climate: Similarities and differences,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
e69c9wyw,m0gro0sv,-0.00017102853,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten,Reflections on rheumatological aspects of COVID-19
zaqc5r2w,kylka2rh,-0.00015231868,Doctors' Perceptions of Multiracial Adolescents,Zur gesellschaftlichen Akzeptanz von einmaligen Vermögensabgaben
ej5ii28v,8jrgeqpj,-0.00015075316,Eine Monsterpille zur Prophylaxe bei Herzgesunden,"Excess deaths, baselines, Z-scores, P-scores and peaks"
vkvk357y,in00rzqe,-0.0001430266,Chapter 3 - Clinical features of COVID-19,Nachhaltiges Wachstum: Braucht Deutschland ein Investitionsprogramm?
ej5ii28v,19ii7aw2,2.3025994e-05,Eine Monsterpille zur Prophylaxe bei Herzgesunden,Challenges for graduate students' mentors during COVID‐19 pandemic
xuvcrvo2,ej5ii28v,4.4320408e-05,The Various Faces of Hyperthyroidism,Eine Monsterpille zur Prophylaxe bei Herzgesunden
zaqc5r2w,in00rzqe,0.00015685306,Doctors' Perceptions of Multiracial Adolescents,Nachhaltiges Wachstum: Braucht Deutschland ein Investitionsprogramm?
k0xqoyx8,0lmerywo,0.00015964806,Stille Hypoxie bei COVID-19: Eine Fallserie,Comorbidities and sociodemographic factors on COVID-19 fatalities
vufvtatb,ej5ii28v,0.00040780965,Commercial truck drivers should be a priority population for COVID‐19 vaccinations,Eine Monsterpille zur Prophylaxe bei Herzgesunden
8p9hh6rp,e69c9wyw,0.0005092825,Key Factors in the contigency plan for COVID-19 during the Magal Celebration in 2020,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
e1ztoqwd,szbn9mhb,0.00059446046,Infectious Agents as Potential Drivers of α-Synucleinopathies.,Nebenwirkungsmanagement immunonkologischer Therapien – was gibt es zu beachten?
60bnqgge,q06bove4,0.00064686843,Arkansans' Preferred COVID-19 Testing Locations,COVID-19: Was wir wissen können
iw6ooopp,0lmerywo,0.00066306983,COVID-19-Pandemie: Was wissen wir – was können wir empfehlen?: Ein Kommentar der Herausgeber,Comorbidities and sociodemographic factors on COVID-19 fatalities
kylka2rh,0lmerywo,0.0007632985,Zur gesellschaftlichen Akzeptanz von einmaligen Vermögensabgaben,Comorbidities and sociodemographic factors on COVID-19 fatalities
ej5ii28v,w5ui1ona,0.00086887024,Eine Monsterpille zur Prophylaxe bei Herzgesunden,Clinical features and prognostic factors in Covid-19: A prospective cohort study
w5ui1ona,sm6gavaj,0.00088821905,Clinical features and prognostic factors in Covid-19: A prospective cohort study,Nach COVID-19: Kommt jetzt das Impfen gegen Krebs?
jzoj084m,e69c9wyw,0.0010033359,COVID-19: Risk factors for critical illness,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
ndzft9az,gmpkib3r,0.0010097331,Hematological parameters- as mortality predictors in COVID-19 patients,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
s3h1rbbg,yozipvpp,0.001230651,Clinical Radiology Exhibits,Was Krebspatienten jetzt wissen wollen
fu6ruwf0,ej5ii28v,0.0012690733,Focus on fitness . . . and other stories,Eine Monsterpille zur Prophylaxe bei Herzgesunden
km5z3hpf,e69c9wyw,0.0012716169,Should Institutions Disclose the Names of Employees with Covid-19?,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
o0okucwu,e69c9wyw,0.0012716169,Should Institutions Disclose the Names of Employees with Covid‐19?,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
ej5ii28v,kf8c8ivb,0.0013337425,Eine Monsterpille zur Prophylaxe bei Herzgesunden,Psychiatric distress in family caregivers of patients with COVID -19
k0x6rjdi,e69c9wyw,0.0013966751,Population Risk Factors for COVID-19 Mortality in 93 Countries,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
vm2jblej,0lmerywo,0.0015416372,Zur antimikrobiellen und viruziden Wirksamkeit von Octenidin-Lutschtabletten,Comorbidities and sociodemographic factors on COVID-19 fatalities
payuzcbh,yozipvpp,0.0016597136,Cardiovascular risk factors and COVID-19 outcomes in hospitalised patients: a prospective cohort study,Was Krebspatienten jetzt wissen wollen
bm488xde,yozipvpp,0.0016597136,Cardiovascular risk factors and COVID-19 outcomes in hospitalised patients: a prospective cohort study,Was Krebspatienten jetzt wissen wollen
in00rzqe,oedpkgvo,0.0016678721,Nachhaltiges Wachstum: Braucht Deutschland ein Investitionsprogramm?,COVID-19 in children: reasons for uneventful clinical course
jumd7mck,yozipvpp,0.0018108374,mNGS in clinical microbiology laboratories: on the road to maturity.,Was Krebspatienten jetzt wissen wollen
0z7p6bj5,gmpkib3r,0.0018173432,Demographic Influences on Perceived Stressors of Construction Workers during the COVID-19 Pandemic,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
bgf5c3o3,0jesl60e,0.0018779992,Das geht jeden Dermatologen an,Should we screen patients with hematologic malignancies for COVID-19?
8p9hh6rp,m2htd2iz,0.0018788906,Key Factors in the contigency plan for COVID-19 during the Magal Celebration in 2020,Coronabedingte Ungleichheit und Armut in Deutschland: Überschätzt oder unterschätzt?
e1ztoqwd,qej4bdwx,0.0019134722,Infectious Agents as Potential Drivers of α-Synucleinopathies.,Wenig Transparenz bei Studien zu COVID-19-Vakzinen
e1ztoqwd,xbk3415q,0.0019134722,Infectious Agents as Potential Drivers of α-Synucleinopathies.,Wenig Transparenz bei Studien zu COVID-19-Vakzinen
3hsn6svq,in00rzqe,0.0019551085,The phenotypic changes of γδ T cells in COVID‐19 patients,Nachhaltiges Wachstum: Braucht Deutschland ein Investitionsprogramm?
bgf5c3o3,l93lvopy,0.002037528,Das geht jeden Dermatologen an,Journals as communities of practice.
bgf5c3o3,nr8uazh9,0.0021335203,Das geht jeden Dermatologen an,International collaborations in road safety research.
y3rmmgb7,m0gro0sv,0.0022854207,Covid‑19 – was wir sicher wissen,Reflections on rheumatological aspects of COVID-19
bgf5c3o3,reeglb68,0.002324434,Das geht jeden Dermatologen an,Uncertain prospects for postdoctoral researchers
pl625ela,ej5ii28v,0.0023316434,Secondary Infections in Patients Hospitalized with COVID-19: Incidence and Predictive Factors,Eine Monsterpille zur Prophylaxe bei Herzgesunden
2wx7ye3t,yozipvpp,0.0024112815,"COVID-19, children and schools: overlooked and at risk",Was Krebspatienten jetzt wissen wollen
bgf5c3o3,0lmerywo,0.0024581999,Das geht jeden Dermatologen an,Comorbidities and sociodemographic factors on COVID-19 fatalities
bgf5c3o3,kf8c8ivb,0.0024627147,Das geht jeden Dermatologen an,Psychiatric distress in family caregivers of patients with COVID -19
d4mqgesb,e69c9wyw,0.002736264,Testing COVID-19 tests faces methodological challenges,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
3oe65cap,gmpkib3r,0.0028875088,Serological characteristics of COVID-19 patients,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
d4mqgesb,y3rmmgb7,0.0028881805,Testing COVID-19 tests faces methodological challenges,Covid‑19 – was wir sicher wissen
pgt1ivd8,giekwsho,0.0029091698,Pflegepraxis durch Pflegewissenschaft in Zeiten von COVID-19 sichtbar machen,Vaccines: Between benefits and concerns
1ra2px67,e69c9wyw,0.003016445,Three Hypotheses About Children COVID19.,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
ej5ii28v,7boifuf9,0.0030339926,Eine Monsterpille zur Prophylaxe bei Herzgesunden,Coronavirus and the hearts of doctors
zogxnqyr,e69c9wyw,0.0030721275,Influencing factors of children's physical activity in family.,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
hekod41k,gmpkib3r,0.0033793764,Covid-19: virological aspects and pathogenesis,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
ej5ii28v,ptedndf2,0.0034238216,Eine Monsterpille zur Prophylaxe bei Herzgesunden,Coverage of COVID-19 Vaccine Counseling for Children and Youths.
bgf5c3o3,8juhym9d,0.003453724,Das geht jeden Dermatologen an,Delivering public health interventions
k4oww5jc,yozipvpp,0.0034616445,Clinical Characteristics and Outcomes of COVID-19 in HSCT Recipients,Was Krebspatienten jetzt wissen wollen
ej5ii28v,vk45zrs4,0.0035049636,Eine Monsterpille zur Prophylaxe bei Herzgesunden,Secondary Teachers’ Remote Instructional Practices in Mathematics for Students With Disabilities
bgf5c3o3,payuzcbh,0.003741373,Das geht jeden Dermatologen an,Cardiovascular risk factors and COVID-19 outcomes in hospitalised patients: a prospective cohort study
bgf5c3o3,bm488xde,0.003741373,Das geht jeden Dermatologen an,Cardiovascular risk factors and COVID-19 outcomes in hospitalised patients: a prospective cohort study
uk9d3w6e,bgf5c3o3,0.003833325,COVID-19 in Women's health: Epidemiology,Das geht jeden Dermatologen an
8s23mnoe,ej5ii28v,0.0038355112,Clinical implications of telemedicine for providers and patients,Eine Monsterpille zur Prophylaxe bei Herzgesunden
zogxnqyr,ej5ii28v,0.003852526,Influencing factors of children's physical activity in family.,Eine Monsterpille zur Prophylaxe bei Herzgesunden
iw6ooopp,47i1k1dv,0.0039359997,COVID-19-Pandemie: Was wissen wir – was können wir empfehlen?: Ein Kommentar der Herausgeber,Selected highlights from other journals.
bgf5c3o3,8yetodk5,0.004020569,Das geht jeden Dermatologen an,Clinical and epidemiological characterization of patients with covid-19
rz4cr3im,ej5ii28v,0.004039339,Connections between trades and trafficking in wildlife and drugs,Eine Monsterpille zur Prophylaxe bei Herzgesunden
p722u4s5,in00rzqe,0.004054007,"Antibodies: Friends, Foes, or Both? Lessons From COVID-19 for the Rheumatologist.",Nachhaltiges Wachstum: Braucht Deutschland ein Investitionsprogramm?
xmhgzuob,gmpkib3r,0.0041417875,Secondary Metabolites of Plants,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
0jesl60e,gmpkib3r,0.004180596,Should we screen patients with hematologic malignancies for COVID-19?,Weitere Metaanalyse zu chinesischer Arzneitherapie bei COVID-19
bgf5c3o3,ptedndf2,0.004248313,Das geht jeden Dermatologen an,Coverage of COVID-19 Vaccine Counseling for Children and Youths.
bgf5c3o3,nh3vfi1m,0.004257608,Das geht jeden Dermatologen an,Education of medical sciences students during COVID-19
jpo6mxyn,pgt1ivd8,0.004351472,Guidelines for COVID-19 Epidemiological Investigations,Pflegepraxis durch Pflegewissenschaft in Zeiten von COVID-19 sichtbar machen
yozipvpp,mkcmfbxx,0.0044922675,Was Krebspatienten jetzt wissen wollen,Risk factors and outcome of COVID-19 in patients with hematological malignancies
bgf5c3o3,oejog200,0.004493823,Das geht jeden Dermatologen an,Translating academic careers into industry healthcare professions.
2ugrb5fp,e69c9wyw,0.0046088747,Answering Key Questions About COVID-19 Vaccines,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
