cord_uid_a,cord_uid_b,similarity,title_a,title_b
eptz0lg3,w8974vch,1.0,The Impact of COVID-19 on Vulnerable Populations and Implications for Children and Health Care Policy,The Impact of COVID-19 on Vulnerable Populations and Implications for Children and Health Care Policy.
174sjrz4,90ghx56c,1.0,Laringología en tiempos de COVID-19,Infodemia en tiempos de COVID-19
tlxbcblc,nyhiwo41,1.0,Practical experiences and suggestions for the 'eagle-eyed observer': a novel promising role for controlling nosocomial infection in the COVID-19 outbreak,Practical experiences and suggestions for the ‘eagle-eyed observer’: a novel promising role for controlling nosocomial infection in the COVID-19 outbreak
goomcs06,xe95q04x,1.0,The effects of the COVID-19 pandemic on patients with narcolepsy.,The effects of the COVID-19 pandemic on patients with narcolepsy
b6kh4xf0,ct8zf3bq,1.0,"Cancer, COVID-19, and the Black community.","Cancer, COVID-19, and the Black community"
19rv1547,livkdatl,1.0,"Medical students’ relative immunity, or lack thereof, against COVID-19 emotional distress and psychological challenges; a descriptive study from Jordan","Medical students' relative immunity, or lack thereof, against COVID-19 emotional distress and psychological challenges;a descriptive study from Jordan"
qnhin43e,mee157c6,1.0,Effect of obesity and body mass index on coronavirus disease 2019 severity: A systematic review and meta-analysis,Effect of obesity and body mass index on coronavirus disease 2019 severity: A systematic review and meta-analysis.
p5jaih9t,1pd85z0p,1.0,A novel caffeic acid derivative prevents renal remodeling after ischemia/reperfusion injury,A novel caffeic acid derivative prevents renal remodeling after ischemia/reperfusion injury.
n92801g2,6gejjk4j,1.0,Simulation of nanoparticle transport and adsorption in a microfluidic lung-on-a-chip device.,Simulation of nanoparticle transport and adsorption in a microfluidic lung-on-a-chip device
i1szz8c4,8sl534n9,1.0,What's New in Adult Reconstructive Knee Surgery,What's New in Adult Reconstructive Knee Surgery.
h0rqf5m8,ir2jq7q1,1.0,"Cumulative Chapter Titles Keyword Index, Volume 1–44","Cumulative Chapter Titles Keyword Index, Volume 1–45"
2qxgonpm,gp2utbc5,1.0,Enhancement of Toxic Efficacy of Alkylated Polycyclic Aromatic Hydrocarbons Transformed by Sphingobium quisquiliarum.,Enhancement of Toxic Efficacy of Alkylated Polycyclic Aromatic Hydrocarbons Transformed by Sphingobium quisquiliarum
tlmi4lyv,irwzzhar,1.0,Trials and tribulations of young residents fighting COVID-19,Trials and tribulations of young residents fighting COVID‐19
i2tnwxec,6gkzlkwo,1.0,Case Report of Acute Airway Obstruction Caused by Transglottic Squamous Carcinoma (Stage IV) During the Coronavirus Pandemic Cured by ECMO-Assisted Tracheostomy.,Case Report of Acute Airway Obstruction Caused by Transglottic Squamous Carcinoma (Stage IV) During the Coronavirus Pandemic Cured by ECMO-Assisted Tracheostomy
56pz18w6,kp3rqerl,1.0,The COVID-19 response: the health impacts of austerity measures,The COVID‐19 response: the health impacts of austerity measures
im28hqp3,6zi9xgu4,1.0,Covid 2019 - Role of Faculty Members to Keep Mental Activeness of Students,COVID 2019 – ROLE OF FACULTY MEMBERS TO KEEP MENTAL ACTIVENESS OF STUDENTS
xrctg6ue,m4liogod,1.0,Atrial septal defect closure in conotruncal defects: a cautionary tale,Atrial septal defect closure in conotruncal defects: a cautionary tale.
o4lzk3jd,kuplccnm,1.0,Subject index for volume 176,"Subject index: Volume 32, 1999"
lyasy79o,5atonb89,1.0,Impact on the Thoracic and Cardiovascular Surgery Residents Learning Curve During the COVID-19 Pandemic,Impact on the Thoracic and Cardiovascular Surgery Residents’ Learning Curve During the COVID-19 Pandemic
s3963anw,3ogm222u,1.0,Exploration on the feasibility of moxibustion in prevention and treatment of COVID-19 from the perspective of modern medical mechanism,Exploration on the feasibility of moxibustion in prevention and treatment of COVID-19 from the perspective of modern medical mechanism/ 从现代医学机制探讨艾灸防治新型冠状病毒肺炎的可行性 ☆
nooo3b44,zc60ucau,1.0,The Role of Biologic Agents in the Non-operative Management of Elbow Ulnar Collateral Ligament Injuries.,The Role of Biologic Agents in the Non-operative Management of Elbow Ulnar Collateral Ligament Injuries
zcvvxps2,ve9v2xax,1.0,Response to: 'Correspondence on 'Historically controlled comparison of glucocorticoids with or without tocilizumab versus supportive care only in patients with COVID-19-associated cytokine storm syndrome: results of the CHIC study'' by Kaklamanos et al,Response to: 'Correspondence on 'Historically controlled comparison of glucocorticoids with or without tocilizumab versus supportive care only in patients with COVID-19-associated cytokine storm syndrome: results of the CHIC study'' by Kaklamanos et al.
i04945q7,ly342q2w,1.0,Conducting clinical trials during the COVID-19 pandemic—a collaborative trial network response,Conducting clinical trials during the COVID-19 pandemic-a collaborative trial network response
hqsrtdyx,6d93emu3,1.0,Posttraumatic stress symptoms among health care workers during the COVID-19 epidemic: The roles of negative coping and fatigue.,Posttraumatic stress symptoms among health care workers during the COVID-19 epidemic: The roles of negative coping and fatigue
qkkymj2d,p6nhh7fh,1.0,Asthma and COVID‐19: is asthma a risk factor for severe outcomes?,Asthma and COVID-19: Is asthma a risk factor for severe outcomes?
s2a3kfe3,3ku65u9k,1.0,US Hospital Capacity Managers' Experiences and Concerns Regarding Preparedness for Seasonal Influenza and Influenza-like Illness,US Hospital Capacity Managers’ Experiences and Concerns Regarding Preparedness for Seasonal Influenza and Influenza-like Illness
hyxv67s4,tzm1eaqg,1.0,The impact of the COVID-19 pandemic on oral biopsies in the Brazilian National Health System,The impact of the COVID‐19 pandemic on oral biopsies in the Brazilian National Health System
kga9rpka,5t785aam,1.0,Targeting COVID-19 in Parkinson's patients: Drugs repurposed,Targeting COVID-19 in Parkinson's patients: Drugs repurposed.
z88xcjsw,k7aapnx3,1.0,CLUE: COVID-19 lung ultrasound in emergency department,CLUE: COVID‐19 Lung Ultrasound in Emergency Department.
qcupvgt2,71nm3c6n,1.0,"Application, Verification, and Implementation of SARS-CoV-2 Serologic Assays with Emergency Use Authorization","Application, Verification and Implementation of SARS-CoV-2 Serologic Assays with Emergency Use Authorization"
etkpo3fx,om2gaaa2,1.0,Prognostic analysis of recurrence in children and adolescents with differentiated thyroid cancer,Prognostic analysis of recurrence in children and adolescents with differentiated thyroid cancer.
dk2cu814,6zdex18s,1.0,COVID-19 and Canadian farmland markets in 2020,COVID‐19 and Canadian farmland markets in 2020
u1ifrlep,sidbycxz,1.0,Genome-wide association study for circulating fibroblast growth factor 21 and 23.,Genome-wide association study for circulating fibroblast growth factor 21 and 23
nuwrg130,lbt965o7,1.0,We stand ready Blood collection organizations and the COVID-19 pandemic,We stand ready … Blood collection organizations and the COVID‐19 pandemic
9ejjagxp,5u2xgq8a,1.0,Comparison of criteria of International Association of Diabetes and Pregnancy Study Groups (IADPSG) with National Institute for Health and Care Excellence (NICE) for diagnosis of gestational diabetes mellitus.,Comparison of criteria of International Association of Diabetes and Pregnancy Study Groups (IADPSG) with National Institute for Health and Care Excellence (NICE) for diagnosis of gestational diabetes mellitus
stoegf1f,b33knp5i,1.0,Thrombosis following Covid-19 vaccination: a possible role of alcohol consumption? A suggestion from the Italian Society on Alcohol.,Thrombosis following Covid-19 vaccination: a possible role of alcohol consumption? A suggestion from the Italian Society on Alcohol
awtp0mpg,q85ozuur,1.0,Obesity as a contributor to immunopathology in pregnant and non‐pregnant adults with COVID‐19,Obesity as a contributor to immunopathology in pregnant and non-pregnant adults with COVID-19
7cqjts7t,7t2yvj6l,1.0,The emerging impact of the COVID-19 outbreak on sexual health in Lebanon,Emerging impact of the COVID-19 outbreak on sexual health in Lebanon.
6sly8r2m,ggnl6gb9,1.0,Potential pharmacological perspectives for the treatment/prevention of the SARS-COV-2 infection in opioid dependent patients.,Potential pharmacological perspectives for the treatment/prevention of the SARS-COV-2 infection in opioid dependent patients
o4lzk3jd,57lw2u00,1.0,Subject index for volume 176,Subject index for volume 128
fzvsulec,syq1u4kb,1.0,Multi-responsive nanococktails with programmable targeting capacity for imaging-guided mitochondrial phototherapy combined with chemotherapy.,Multi-responsive nanococktails with programmable targeting capacity for imaging-guided mitochondrial phototherapy combined with chemotherapy
o4lzk3jd,xkd365d4,1.0,Subject index for volume 176,Subject index for volume 114()
xr2tbreb,z8c6usbu,1.0,"[Differential clinic in children infected by SARS-CoV-2, traceability of contacts and cost-effectiveness of diagnostic tests: Cross-sectional observational study]","Differential clinic in children infected by SARS-CoV-2, traceability of contacts and cost-effectiveness of diagnostic tests: Cross-sectional observational study()"
ucedivqr,itdo5h16,1.0,Marketing roundup: A look at COVID-19 adaptations across industry,Marketing roundup: A look at COVID‐19 adaptations across industry
y65xv0vh,ngw02ebq,1.0,Health systems preparedness during COVID-19 pandemic: China and India,Health systems preparedness during COVID-19 pandemic: China and India.
wamewfqs,6c9jx8fr,1.0,Can you speak Covid‐19? Languages and social inequality in management studies,Can you speak Covid-19? Languages and social inequality in management studies
hyavw20v,e97d73jk,1.0,Association Between Low Zinc Levels and Severity of Acute Respiratory Distress Syndrome by New Coronavirus (SARS-CoV-2).,Association Between Low Zinc Levels and Severity of Acute Respiratory Distress Syndrome by New Coronavirus SARS-CoV-2
8tcxpymf,mfhxac5c,1.0,Psoriasis and psoriatic arthritis: How to manage immunosuppressants in COVID-19 days,Psoriasis and psoriatic arthritis: How to manage immunosuppressants in COVID‐19 days
h32c0edg,1l8nq8ue,1.0,Air pollution episodes during the COVID-19 outbreak in the Beijing–Tianjin–Hebei region of China: An insight into the transport pathways and source distribution(),Air pollution episodes during the COVID-19 outbreak in the Beijing–Tianjin–Hebei region of China: An insight into the transport pathways and source distribution
k85xvn4b,0kvjzc8y,1.0,Letter to the Editor: Targeting adverse stress-related consequences of the COVID-19 crisis in individuals with psychotic disorders and childhood maltreatment.,Letter to the Editor: Targeting adverse stress-related consequences of the COVID-19 crisis in individuals with psychotic disorders and childhood maltreatment
d0dd16fy,aua8l4yh,1.0,[Association of CYP2C19 and CYP3A5 gene polymorphisms with myocardial infarction],[Association of CYP2C19 and CYP3A5 gene polymorphisms with myocardial infarction].
arn4wdjz,x37lzvcp,1.0,Spontaneous subcutaneous emphysema: An uncommon presentation of a common disease.,Spontaneous subcutaneous emphysema: An uncommon presentation of a common disease
n347zse4,q0z66dn7,1.0,COVID-19-associated multisystem inflammatory syndrome in children presenting uniquely with sinus node dysfunction in the setting of shock.,COVID-19-associated multisystem inflammatory syndrome in children presenting uniquely with sinus node dysfunction in the setting of shock
yyv7ctle,tjzh976d,1.0,Unequal effects of the national lockdown on mental and social health in Italy,Unequal effects of the national lockdown on mental and social health in Italy.
jrp9phbi,ejnygvcu,1.0,Propagation of cloud base to higher levels during Covid-19-Lockdown,Propagation of cloud base to higher levels during Covid-19-Lockdown.
zfmso2ii,rk8y0bys,1.0,Therapy for probable COVID-19 associated erythema pernio-like lesions in pediatric age. Case report,Therapy for probable COVID‐19 associated erythema pernio‐like lesions in pediatric age. Case report
xq4qfdn3,bvvskt3f,1.0,Income assurances are a crucial factor in determining public compliance with self-isolation regulations during the COVID-19 outbreak - cohort study in Israel,Income assurances are a crucial factor in determining public compliance with self-isolation regulations during the COVID-19 outbreak – cohort study in Israel
nsjx2nhh,v2q8jxjr,1.0,Effect of anakinra in COVID-19 - Authors' reply,Effect of anakinra in COVID-19 – Authors' reply
6btodn5z,ialgicq0,1.0,From Architecture to Evolution: Multisensory Evidence of Decentralized Emotion,From Architecture to Evolution: Multisensory Evidence of Decentralized Emotion.
ppkxtp7o,drqqv9ii,1.0,Community participation in the fight against COVID-19: between utilitarianism and social justice/ Participação comunitária no enfretamento da COVID-19: entre o utilitarismo e a justiça social/ Participación comunitaria frente a la COVID-19: entre el utilitarismo y la justicia social,Participação comunitária no enfretamento da COVID-19: entre o utilitarismo e a justiça social/ Participación comunitaria frente a la COVID-19: entre el utilitarismo y la justicia social/ Community participation in the fight against COVID-19: between utilitarianism and social justice
l3evdou4,03qrc40l,1.0,Telemedicine During COVID-19 and Beyond: A Practical Guide and Best Practices Multidisciplinary Approach for the Orthopedic and Neurologic Pain Physical Examination.,Telemedicine During COVID-19 and Beyond: A Practical Guide and Best Practices Multidisciplinary Approach for the Orthopedic and Neurologic Pain Physical Examination
v82w463s,mh8ptg3v,1.0,Mathematical modeling of COVID-19 transmission: the roles of intervention strategies and lockdown,Mathematical modeling of COVID-19 transmission: the roles of intervention strategies and lockdown.
gb69lvfh,ya6wqykr,1.0,Prenatal exposure to organic pollutants in northwestern Spain using non-invasive matrices (placenta and meconium).,Prenatal exposure to organic pollutants in northwestern Spain using non-invasive matrices (placenta and meconium)
khejp1ys,4m28jni7,1.0,Impact of COVID-19 on the cerebrovascular system and the prevention of RBC lysis.,Impact of COVID-19 on the cerebrovascular system and the prevention of RBC lysis
7r99nlpg,h2qlejio,1.0,Call to action: The need to expand spiritual care supports during the COVID-19 pandemic.,Call to action: The need to expand spiritual care supports during the COVID-19 pandemic
cv9bdpnx,yccwj12g,1.0,Therapy for Early COVID-19: A Critical Need,Therapy for Early COVID-19: A Critical Need.
