cord_uid_a,cord_uid_b,similarity,title_a,title_b
qy2hg3vy,yaggrq7t,1.0,COVID-19: Intensivmedizinische Aspekte und Langzeitfolgen,Rheumatherapie und Lungentoxizität
qy2hg3vy,93onc97d,1.0,COVID-19: Intensivmedizinische Aspekte und Langzeitfolgen,COVID-19-induzierte Koagulopathien und thromboembolische Manifestationen
ab4io7nw,n723pofm,1.0,SARS-CoV-2 Seroprevalence Data to Guide Local Public Health Interventions,SARS-CoV-2 Seroprevalence Data to Guide Local Public Health Interventions.
2nx7ftcr,pvswzxa0,1.0,What's your risk of catching COVID? These tools help you to find out,What's your risk of catching COVID? These tools help you to find out.
viueo2tt,cuvclhx2,1.0,Inequalities persist in Europe-and COVID-19 does not help,Inequalities persist in Europe-and COVID-19 does not help.
qy2hg3vy,4pk73aar,1.0,COVID-19: Intensivmedizinische Aspekte und Langzeitfolgen,Covid-19: Gesundheitliche Ungleichheit und Pflegebedürftigkeit
qy2hg3vy,uybfu8cn,1.0,COVID-19: Intensivmedizinische Aspekte und Langzeitfolgen,Selbstbewusst und krisenerprobt
nc5c9kwh,falx264z,1.0,The SARS‐unique domain (SUD) of SARS‐CoV and SARS‐CoV‐2 interacts with human Paip1 to enhance viral RNA translation,The SARS-unique domain (SUD) of SARS-CoV and SARS-CoV-2 interacts with human Paip1 to enhance viral RNA translation
achmikhd,av7frljc,1.0,Potential influences of obstructive sleep apnea and obesity on COVID-19 severity.,Potential influences of obstructive sleep apnea and obesity on COVID-19 severity
w5w710np,xa76j7ee,1.0,Viewing the US presidential electoral map through the lens of public health,Viewing the US presidential electoral map through the lens of public health.
ghoqvhdv,t8sucq1q,1.0,Using COVID‐19 as a teaching tool in a time of remote learning: A workflow for bioinformatic approaches to identifying candidates for therapeutic and vaccine development,Using COVID-19 as a teaching tool in a time of remote learning: A workflow for bioinformatic approaches to identifying candidates for therapeutic and vaccine development
h8ja3x41,umh5v7i1,1.0,"Access to water, sanitation and hygiene services in health facilities in sub-Saharan Africa 2013–2018: Results of health facility surveys and implications for COVID-19 transmission","Access to water, sanitation and hygiene services in health facilities in sub-Saharan Africa 2013-2018: Results of health facility surveys and implications for COVID-19 transmission"
4bny1a2i,9x4llwcx,1.0,A Practical Approach to Hospital Visitation During a Pandemic: Responding With Compassion to Unjustified Restrictions,A Practical Approach to Hospital Visitation During a Pandemic: Responding With Compassion to Unjustified Restrictions.
25m09wnm,xprrxvks,1.0,The Human Touch - Addressing Health Care's Workforce Problem amid the Pandemic,The Human Touch - Addressing Health Care's Workforce Problem amid the Pandemic.
d846djyd,mqdmond5,1.0,"Corrigendum to ""Identifying the impacts of the COVID-19 pandemic on service access for people who use drugs (PWUD): A national qualitative study"" [Journal of Substance Abuse Treatment 129 (2021) 108374]","Corrigendum to ""Identifying the impacts of the COVID-19 pandemic on service access for people who use drugs (PWUD): A national qualitative study"" [Journal of Substance Abuse Treatment 129 (2021) 108374]."
ka59w2ii,i28g0ql7,1.0,Conduct and evaluation of final-year medical student summative assessments in Psychiatry and Addiction Medicine during COVID-19: an Australian University Medical School experience,Conduct and evaluation of final-year medical student summative assessments in Psychiatry and Addiction Medicine during COVID-19: an Australian University Medical School experience.
ddmyq4on,enu1bqy1,1.0,A year of Covid.,2020-The Year of COVID
h7x482id,skcl0w9p,1.0,[Immunological research of COVID-19 and emerging infectious diseases],[Immunological research of COVID-19 and emerging infectious diseases].
j3whnfk2,kkq5sa1d,1.0,Setd1a Insufficiency in Mice Attenuates Excitatory Synaptic Function and Recapitulates Schizophrenia-Related Behavioral Abnormalities.,Setd1a Insufficiency in Mice Attenuates Excitatory Synaptic Function and Recapitulates Schizophrenia-Related Behavioral Abnormalities
8mm6pg8c,qnu80por,1.0,Cardiac MRI in Pulmonary Hypertension: From Magnet to Bedside,Cardiac MRI in Pulmonary Hypertension: From Magnet to Bedside.
w0gvgkq3,6s2rzk9r,1.0,Regional growth and disparities in a post-COVID Europe:A new normality scenario,Regional growth and disparities in a post-COVID Europe: A new normality scenario
ce4cj2mu,xu3b4w6s,1.0,Spike D614G - A Candidate Vaccine Antigen Against Covid-19,Spike D614G - A Candidate Vaccine Antigen Against Covid-19.
n5fv5hck,w3hvrgdf,1.0,Self-Perpetuating Carbon Foam Microwave Plasma Conversion of Hydrocarbon Wastes into Useful Fuels and Chemicals.,Self-Perpetuating Carbon Foam Microwave Plasma Conversion of Hydrocarbon Wastes into Useful Fuels and Chemicals
m142tb7t,hywu3lsp,1.0,Neuordnung der Fleischwirtschaft,Klinischer Ultraschall in der Nephrologie
5elkk9v9,bwxjlg90,1.0,Urologists and the Novel Coronavirus Disease 2019 (COVID-19): a Urologist's Perspective from China.,Urologists and the Novel Coronavirus Disease 2019 (COVID-19): a Urologist's Perspective from China
m142tb7t,e82xh0ee,1.0,Neuordnung der Fleischwirtschaft,FSME: Rekordjahr der Infektionen
ezz1vkg1,4uaiyp8l,1.0,1409. Pulmonary Non-tuberculous Mycobacterium Infection (PNTMI) and COVID-19: Characterization of the National COVID Collaborative Cohort (N3C),Pulmonary Non-tuberculous Mycobacterium Infection (PNTMI) and COVID-19: Characterization of the National COVID Collaborative Cohort (N3C)
15qtg99t,6anbvs0p,1.0,Mucocutaneous Manifestations of Multisystem Inflammatory Syndrome in Children During the COVID-19 Pandemic,Mucocutaneous Manifestations of Multisystem Inflammatory Syndrome in Children During the COVID-19 Pandemic.
vldi2uyo,5wxi6qkk,1.0,Rigorous surveillance is necessary for high confidence in end-of-outbreak declarations for Ebola and other infectious diseases,Rigorous surveillance is necessary for high confidence in end-of-outbreak declarations for Ebola and other infectious diseases.
m142tb7t,qeyibdp2,1.0,Neuordnung der Fleischwirtschaft,Verleihung Autorenpreis Der Sacam
2s542268,v5u77ynu,1.0,Resources for Nurses in an Election Year,Resources for Nurses in an Election Year.
m142tb7t,0zq5o4xm,1.0,Neuordnung der Fleischwirtschaft,Ethische Herausforderungen in der Onkologie
n6qnnmzs,00x28ow5,1.0,Informe diário de evidências COVID-19: busca realizada em 20 de julho de 2020,Informe diário de evidências COVID-19: busca realizada em 14 de julho de 2020
8c6m6rc4,cp0rz5hs,1.0,Using serological studies to assess COVID-19 infection fatality rate in developing countries. A case study from one Colombian department,Using serological studies to assess COVID-19 infection fatality rate in developing countries: A case study from one Colombian department
bwllv9z5,35uyqo1u,1.0,COVID-19 vaccination: ethical issues regarding mandatory vaccination for healthcare providers,COVID-19 vaccination: ethical issues regarding mandatory vaccination for healthcare providers.
b9lpajal,ku2uwrl2,1.0,Infection control practices and challenges in Pakistan during the COVID-19 pandemic: a multicentre cross-sectional study.,Infection control practices and challenges in Pakistan during the COVID-19 pandemic: a multicentre cross-sectional study
m142tb7t,nwocfy6h,1.0,Neuordnung der Fleischwirtschaft,Krankenhausmedizinische Interventionen in der neurologischen Anschlussrehabilitation
kz5qumf1,mbbw1281,1.0,Unilateral deep vein thrombosis with gangrene involving the ascending aorta with sepsis and pulmonary thromboembolism-a pertinent cutaneous marker of severity of COVID-19,Unilateral deep vein thrombosis with gangrene involving the ascending aorta with sepsis and pulmonary thromboembolism—a pertinent cutaneous marker of severity of COVID‐19
j078gcjo,yc1iny0d,1.0,Celebrating Nurses.,Celebrating Nurses
plsbs82b,aex1ppr3,1.0,COVID-19 and emergency surgery,COVID‐19 and emergency surgery
ior1k1sw,w7xyawfz,1.0,Evaluating a SARS-CoV-2 screening strategy based on serological tests,Evaluating a SARS-CoV-2 screening strategy based on serological tests.
g5csnec3,5lyxi5x4,1.0,The PhenX Toolkit: Establishing Standard Measures for COVID-19 Research,The PhenX Toolkit: Establishing Standard Measures for COVID‐19 Research
xyyh7v1u,z4lovdqk,1.0,Hypothermia versus Normothermia after Out-of-Hospital Cardiac Arrest,Hypothermia versus Normothermia after Out-of-Hospital Cardiac Arrest.
4yu4ya0h,t91i8ful,1.0,Conducting a multi-country online alcohol survey in the time of the COVID-19 pandemic: Opportunities and challenges,Conducting a multi‐country online alcohol survey in the time of the COVID‐19 pandemic: Opportunities and challenges
ddmyq4on,nysmx46f,1.0,A year of Covid.,2020—the Year That Was!
obxfq7vm,646wf019,1.0,Deconstructing Inequities - Transparent Values in Measurement and Analytic Choices,Deconstructing Inequities - Transparent Values in Measurement and Analytic Choices.
m142tb7t,tizzctek,1.0,Neuordnung der Fleischwirtschaft,Telepräsenzroboter in der Schlaganfallrehabilitation
czweoztp,2yy8mdpf,1.0,The effect of COVID-19 on hijra (third gender) people in Bangladesh.,The effect of COVID-19 on hijra (third gender) people in Bangladesh
vh29leqo,c2rvitp1,1.0,COVID-19 and Diabetes.,[Covid-19 and diabetes].
m142tb7t,k0h0ng3a,1.0,Neuordnung der Fleischwirtschaft,Verschwörungsglaube in der Pandemie
hmzvkm9q,gbhe7f0e,1.0,"What's happening in Equity, Diversity, and Inclusion","What's happening in Equity, Diversity, and Inclusion."
mt4ldefm,4f4ocmwd,1.0,Sixty seconds on . . . hotel quarantine,Sixty seconds on . . . hotel quarantine.
ddmyq4on,e1emg8b6,1.0,A year of Covid.,The year of COVID-19.
r6zpafow,ijne2ui5,1.0,[Teledermatology during de COVID-19 pandemic in a public hospital].,[Teledermatology during de COVID-19 pandemic in a public hospital]
m142tb7t,7r9kqayu,1.0,Neuordnung der Fleischwirtschaft,Telemedizin in der Rheumatologie
m142tb7t,u4zp6wx4,1.0,Neuordnung der Fleischwirtschaft,Impfungen in der Hämatoonkologie
m142tb7t,dl0y5qyk,1.0,Neuordnung der Fleischwirtschaft,Konzepte der Händehygiene
jsuvesjx,ptwlkxm9,1.0,Tackling stress among healthcare workers during the covid-19 pandemic,Tackling Stress Among Healthcare Workers During the Covid-19 Pandemic.
tnvlv1mb,y7qkphiq,1.0,Road toward universal COVID-19 testing method - A review.,Road toward universal COVID-19 testing method - A review
8p1veiqr,e1o1y2n0,1.0,"Retraction of: A Study of Potential SARS-CoV-2 Antiviral Drugs and Preliminary Research of Their Molecular Mechanism, Based on Anti-SARS-CoV Drug Screening and Molecular Dynamics Simulation (doi: 10.1089/cmb.2020.0112).","Retraction of: A Study of Potential SARS-CoV-2 Antiviral Drugs and Preliminary Research of Their Molecular Mechanism, Based on Anti-SARS-CoV Drug Screening and Molecular Dynamics Simulation (doi: 10.1089/cmb.2020.0112)"
mpceglk1,0klxacho,1.0,ISUOG Consensus Statement on rationalization of gynecological ultrasound services in context of SARS‐CoV‐2,ISUOG Consensus Statement on rationalization of gynecological ultrasound services in context of SARS-CoV-2
g8grcy5j,ekz2s2bt,1.0,The Stirling Protocol – Putting the environment at the heart of prosperity and social inclusion,The Stirling Protocol - Putting the environment at the heart of prosperity and social inclusion
hmzvkm9q,lckx4c24,1.0,"What's happening in Equity, Diversity, and Inclusion","What's happening in Equity, Diversity, & Inclusion"
7cqjts7t,e9liybkj,1.0,The emerging impact of the COVID-19 outbreak on sexual health in Lebanon,Emerging impact of the COVID-19 outbreak on sexual health in Lebanon
m142tb7t,6f1zfd41,1.0,Neuordnung der Fleischwirtschaft,Mikrobiologie: Erreger der nosokomialen Pneumonie
stoegf1f,b33knp5i,1.0,Thrombosis following Covid-19 vaccination: a possible role of alcohol consumption? A suggestion from the Italian Society on Alcohol.,Thrombosis following Covid-19 vaccination: a possible role of alcohol consumption? A suggestion from the Italian Society on Alcohol
600e9w29,f78eg1uf,1.0,Offline: COVID-19—a reckoning,Offline: COVID-19-a reckoning
su95a6ge,a19ijw7h,1.0,Innentitelbild: Synthetic Homogeneous Glycoforms of the SARS‐CoV‐2 Spike Receptor‐Binding Domain Reveals Different Binding Profiles of Monoclonal Antibodies,Synthetic Homogeneous Glycoforms of the SARS-CoV-2 Spike Receptor-Binding Domain Reveals Different Binding Profiles of Monoclonal Antibodies
w9qjgc7n,fv4e3q2t,1.0,World leaders call for urgent action on adolescent wellbeing.,World leaders call for urgent action on adolescent wellbeing
n6qnnmzs,x90u6pef,1.0,Informe diário de evidências COVID-19: busca realizada em 20 de julho de 2020,Informe diário de evidências COVID-19: busca realizada em 7 de julho de 2020
ja9wdco0,prwibe77,1.0,Postendodontic pain following occlusal reduction in mandibular posterior teeth with symptomatic irreversible pulpitis and sensitivity to percussion: a single-centre randomized controlled trial.,Postendodontic pain following occlusal reduction in mandibular posterior teeth with symptomatic irreversible pulpitis and sensitivity to percussion: a single-centre randomized controlled trial
cl0xge1m,uxxchkij,1.0,Changing patterns of sickness absence among healthcare workers in England during the COVID-19 pandemic.,Changing patterns of sickness absence among healthcare workers in England during the COVID-19 pandemic
m142tb7t,1iqelhao,1.0,Neuordnung der Fleischwirtschaft,Schulschließungen in der COVID-19-Pandemie
hmzvkm9q,mqfavm0v,1.0,"What's happening in Equity, Diversity, and Inclusion","What's happening in Equity, Diversity & Inclusion."
fml00za4,bf0ciu0d,1.0,COVID-19 Australia: Epidemiology Report 30: Fortnightly reporting period ending 22 November 2020,COVID-19 Australia: Epidemiology Report 29: Fortnightly reporting period ending 8 November 2020.
m142tb7t,bsxc5v3j,1.0,Neuordnung der Fleischwirtschaft,Auswirkungen der COVID-19-Pandemie
s5yhjv2f,rwcaex4w,1.0,Routine histopathologic examination of the resected specimen after laparoscopic sleeve gastrectomy - what can be expected?,Routine Histopathologic Examination of the Resected Specimen after Laparoscopic Sleeve Gastrectomy- what can be expected?
12tloe75,rlayv0au,1.0,Impact of acute myocardial injury on prognosis in patients with COVID-19.,Impact of acute myocardial injury on prognosis in patients with COVID-19
7y4gasck,g256ddo1,1.0,"Itolizumab, an anti-CD6 monoclonal antibody, as a potential treatment for COVID-19 complications.","Itolizumab, an anti-CD6 monoclonal antibody, as a potential treatment for COVID-19 complications"
hqohvjgs,hv9751tf,1.0,Twist elastic constant in the SmC* phase of an antiferroelectric liquid crystal with and without photo-polymer networks.,Twist elastic constant in the SmC* phase of an antiferroelectric liquid crystal with and without photo-polymer networks
zln8r2wf,u5o33r5v,1.0,Renin–angiotensin system inhibition in COVID-19 patients: Friend or foe?,Renin-angiotensin system inhibition in COVID-19 patients: Friend or foe?
yo2zancp,1fo24dq8,1.0,Quarantine hospitals are essential for COVID-19 contention,Quarantine hospitals are essential for COVID-19 contention.
dc7n392q,9qcs21gn,1.0,Isolation and characterization of Salt Overly Sensitive family genes in spinach.,Isolation and characterization of Salt Overly Sensitive family genes in spinach
f1d5d5d7,pgn5zo18,1.0,Lichen planopilaris restricted to the vitiliginous skin on the leg.,Lichen planopilaris restricted to the vitiliginous skin on the leg
gfyanw2v,q0lrcuim,1.0,A case of moderate hidradenitis suppurativa and psoriasis successfully treated with risankizumab,A case of moderate hidradenitis suppurativa and psoriasis successfully treated with risankizumab.
wnfqg7xp,5q094fld,1.0,"""She's Dying and I Can't Say We're Married?"": End-of-Life Care for LGBT Older Adults.","""She's Dying and I Can't Say We're Married?"": End-of-Life Care for LGBT Older Adults"
o4lzk3jd,0yt2exwq,1.0,Subject index for volume 176,Subject index of volume 162
7ujuum7q,obrjpij3,1.0,Fibrinolysis and COVID-19: a tale of two sites?,Fibrinolysis and COVID‐19: a tale of two sites?
wl2w0mi4,x2paqc8f,1.0,"Fast track research approval “here to stay,” says regulator","Fast track research approval ""here to stay,"" says regulator."
o4lzk3jd,47elt4ay,1.0,Subject index for volume 176,Subject index for volume 166
v13qj12d,ncz49yjz,1.0,"Differences in rapid increases in county-level COVID-19 incidence by implementation of statewide closures and mask mandates - United States, June 1-September 30, 2020","Differences in rapid increases in county-level COVID-19 incidence by implementation of statewide closures and mask mandates — United States, June 1–September 30, 2020"
qltefwyt,3bfk468m,1.0,The physiopathology of spontaneous hemorrhagic stroke: a systematic review.,The physiopathology of spontaneous hemorrhagic stroke: a systematic review
c7gxd20i,no2f0hae,1.0,"Response to ''MacIntyre et al., 2020: A rapid systematic review of the efficacy of face masks and respirators against coronaviruses and other respiratory transmissible viruses for the community, healthcare workers and sick patients""","Response to ‘‘MacIntyre et al., 2020: A rapid systematic review of the efficacy of face masks and respirators against coronaviruses and other respiratory transmissible viruses for the community, healthcare workers and sick patients”"
3y9gn12c,88ahr210,1.0,"Fiber Crimp Confers Matrix Mechanical Nonlinearity, Regulates Endothelial Cell Mechanosensing, and Promotes Microvascular Network Formation","Fiber Crimp Confers Matrix Mechanical Nonlinearity, Regulates Endothelial Cell Mechanosensing, and Promotes Microvascular Network Formation."
06ca0pwy,zgdfupfm,1.0,"Intestinal microbiome transfer, a novel therapeutic strategy for COVID-19 induced hyperinflammation?: In reply to, 'COVID-19: Immunology and treatment options', Felsenstein, Herbert McNamara et al. 2020'","Intestinal microbiome transfer, a novel therapeutic strategy for COVID-19 induced hyperinflammation?: In reply to, ‘COVID-19: Immunology and treatment options’, Felsenstein, Herbert McNamara et al. 2020′"
9jons9u9,i06zmlhj,1.0,COVID-19 (Coronavirus),Etymologia: Coronavirus
mglner1i,abb9mnfi,1.0,Challenges in COVID-19 diagnosis,Challenges in COVID-19 diagnosis.
v4ec09fs,w2kz57pa,1.0,Abstracts from the 2016 Society of General Internal Medicine Annual Meeting,Abstracts from the 2017 Society of General Internal Medicine Annual Meeting
indm5odf,53x8u38n,1.0,Risk of COVID‐19 in Rheumatoid Arthritis: A National Veterans Affairs Matched Cohort Study in At‐Risk Individuals,Risk of COVID-19 in Rheumatoid Arthritis: A National Veterans Affairs Matched Cohort Study in At-Risk Individuals
rf54fuvw,myh0n7ld,1.0,Multidisciplinary Approach for Managing Complex Pain and Addiction in Primary Care: A Qualitative Study.,Multidisciplinary Approach for Managing Complex Pain and Addiction in Primary Care: A Qualitative Study
fvz7oppe,ziznkq1e,1.0,Correction: The first wave of the SARS-CoV-2 epidemic in Tuscany (Italy): A SI(2)R(2)D compartmental model with uncertainty evaluation,Correction: The first wave of the SARS-CoV-2 epidemic in Tuscany (Italy): A SI2R2D compartmental model with uncertainty evaluation
0wk7aplu,45etqt72,1.0,Racial Capitalism Within Public Health-How Occupational Settings Drive COVID-19 Disparities,Racial Capitalism within Public Health: How Occupational Settings Drive COVID-19 Disparities
o4lzk3jd,m9sbvag6,1.0,Subject index for volume 176,Subject index for volume 169
o4lzk3jd,ziiu776r,1.0,Subject index for volume 176,Subject Index to Volume 45 (2008)
pevzhy0f,8r5q6x59,1.0,"Glucose -regulated protein (GRP78) is an important cell surface receptor for viral invasion, cancers and neurological disorders.","Glucose-regulated protein (GRP78) is an important cell surface receptor for viral invasion, cancers, and neurological disorders"
jzqgj8f9,1ayvsoni,1.0,"Trends & treatment outcomes of multidrug-resistant tuberculosis in Delhi, India (2009-2014): A retrospective record-based study","Trends & treatment outcomes of multidrug-resistant tuberculosis in Delhi, India (2009-2014): A retrospective record-based study."
wv7rdj6v,al962kxn,1.0,Massive data initiatives and AI provide testbed for pandemic forecasting.,Massive data initiatives and AI provide testbed for pandemic forecasting
26eyt77d,dmyb43e4,1.0,Impact of interval between neoadjuvant chemoradiotherapy and surgery in rectal cancer patients,Impact of interval between neoadjuvant chemoradiotherapy and surgery in rectal cancer patients.
4j1m83d6,q5r2up2u,1.0,Residue analysis of a synthetic glucocorticoid in liver samples by a 1HMR spectroscopy approach: An exploratory study on animal model.,Residue analysis of a synthetic glucocorticoid in liver samples by a 1HMR spectroscopy approach: An exploratory study on animal model
o4lzk3jd,v4vmr6ep,1.0,Subject index for volume 176,Subject index of Volume 7
khdzjog3,2vkhhqmu,1.0,"Keyword Index, Volume 29 (2005)",Keyword index to Volume 21
